"output_label","basis_k","bootstrap_reps","random_seed","save_bootstrap_draws","gene_names","n_samples","n_grid","removed_n","orthonormality_max_abs_deviation"
"k9",9,100,123,TRUE,"DDIT3,EGFR,KIT,MDM4,PDGFRA,PIK3CA,PTEN",64,1024,0,1.33226762955019e-15
