"Gene","direct_effect","direct_effect_hr","direct_bootstrap_se","direct_ci_low","direct_ci_high","direct_p_value","indirect_effect","indirect_effect_hr","indirect_bootstrap_se","indirect_ci_low","indirect_ci_high","indirect_p_value","total_effect","total_effect_hr","total_bootstrap_se","total_ci_low","total_ci_high","total_p_value","bootstrap_attempted","bootstrap_failed","bootstrap_valid"
"MDM4",-0.227253030496247,0.796719162538176,0.981435312461601,-2.39479798458427,1.49635951919468,0.727272727272727,0.185507277750976,1.20382896091065,0.660275918978168,-0.938634495452417,1.64458795083031,0.98989898989899,-0.041745752745271,0.959113601575935,0.596038563130289,-1.55780859905669,0.815837631913636,0.848484848484849,100,1,99
