"Gene","Basis","basis_index","parameter","estimate","std_error","statistic","p_value","hazard_ratio"
"MDM4","Basis1",1,"lambda",0.128505008030835,0.150287782222948,0.855059580559922,0.396161676809488,NA
"MDM4","Basis2",2,"lambda",0.00337552485223917,0.208117805607313,0.0162192986918586,0.987117087988556,NA
"MDM4","Basis3",3,"lambda",-0.0984792763328378,0.224249871817318,-0.439149755292,0.662242907770364,NA
"MDM4","Basis4",4,"lambda",-0.0788145049479348,0.245151983629995,-0.321492421888327,0.749034168906244,NA
"MDM4","Basis5",5,"lambda",0.184955383563636,0.201279775692364,0.91889700754795,0.362090563552936,NA
"MDM4","Basis6",6,"lambda",-0.129870478816903,0.136816589736157,-0.949230492203836,0.346582050527929,NA
"MDM4","Basis7",7,"lambda",0.0870728749443423,0.0732245555134695,1.18912124947383,0.239409767465253,NA
"MDM4","Basis1",1,"beta",-2.9169179540422,1.7148304802776,-1.70099493074675,0.0889439390877203,0.0541001698249002
"MDM4","Basis2",2,"beta",-4.70637029801951,1.87599684110216,-2.5087303959715,0.0121165923101757,0.00903752163108104
"MDM4","Basis3",3,"beta",-5.30475289110656,1.69856551935813,-3.12307816840127,0.00178970208582514,0.00496792569539385
"MDM4","Basis4",4,"beta",-5.93498684056533,1.76754122019263,-3.35776431845732,0.000785755784097848,0.00264525756440653
"MDM4","Basis5",5,"beta",-4.47923187990569,1.55943404974624,-2.87234454104333,0.00407438487101275,0.0113421219213098
"MDM4","Basis6",6,"beta",-0.769576831822571,2.24936448519964,-0.342130782666051,0.732252472538884,0.463209042169497
"MDM4","Basis7",7,"beta",1.68826915513525,2.78016959525081,0.607254017171908,0.543682349250532,5.41010853800658
