"SampleID","Basis1","Basis2","Basis3","Basis4","Basis5","Basis6","Basis7"
"TCGA-06-0173",-1.09449189082519,0.959909786815913,-1.09709818359106,1.09921519104069,-1.10439260933874,1.11499024795541,-0.938472258150941
"TCGA-06-0174",-1.09337849454316,1.0972591344648,-1.04700670277645,1.02207785386413,-0.926653320335607,0.838323049141206,-0.761956192920542
"TCGA-06-0175",-0.916705707168099,0.66342063252925,-0.781377761427716,0.505520923103981,-0.523570601830735,0.631995999482056,-0.626836262110105
"TCGA-06-0176",-0.906119073054603,0.764258382130451,-0.652590813274929,0.851239070140761,-0.917544818964737,0.809290414614276,-0.734381925446336
"TCGA-06-0177",-0.43961974919614,-0.226205638649199,0.0996319802622502,0.350106446375456,-0.943749767386107,0.656948617295706,-0.558846326118617
"TCGA-06-0179",-1.47874382531764,1.3076645708057,-1.57686879709131,2.03070805220119,-1.93483668798676,1.37797042308033,-0.943696125939967
"TCGA-06-0185",-1.45362498372405,1.07055190512908,-0.7513591894232,1.12414216043632,-1.18279837613731,1.15246860479733,-0.767985424015191
"TCGA-06-0187",-0.959188114266365,0.609199027844919,-0.586006246472428,0.611608224148346,-0.73867751721911,0.762753019061924,-0.686646823073116
"TCGA-06-0189",-1.25458942215218,0.908525916727735,-1.27887857296036,1.34572152334149,-1.16265476610221,0.992201788237311,-0.758588259553229
"TCGA-06-0190",-0.852896299510762,0.539215864874414,-0.820616056628498,1.2619250438698,-1.08612635441945,0.728764743676745,-0.657676946558922
"TCGA-06-0210",-1.02140994730782,1.00365712720295,-1.36080871279571,1.05614782330868,-0.86547306736364,0.74926412825303,-0.665701288957945
"TCGA-06-0237",-1.16546530149902,0.900137342886784,-1.2627381473782,0.944577900392529,-0.607160450388622,0.672986986687443,-0.62487337661912
"TCGA-06-0238",-1.35879389237562,1.34193788621474,-1.63361125305689,1.66403272569659,-1.46721226902425,1.09717101069275,-0.864342248855657
"TCGA-06-0241",-1.25373024074499,1.11255611848691,-1.55041689354835,1.79642869027226,-1.44890720040416,1.07163811557761,-0.833179614681201
"TCGA-06-0644",-1.35871512542238,1.25463340727541,-1.61964704867883,1.65866463252124,-1.22244524538181,1.04339733755009,-0.808431207947789
"TCGA-08-0350",-0.338553226145899,-0.123248831882957,0.0851387157390466,0.0934742258798239,-0.499034186913777,0.50170855707834,-0.491929566170409
"TCGA-08-0353",-0.550392716673489,0.24711688519633,-0.429564637615092,0.480842934387797,-0.542310788411574,0.57878277858844,-0.510563588230894
"TCGA-08-0357",-0.228188969753405,-0.222225234460254,-0.0953506289678378,0.176138974794258,-0.146160905211208,0.299842930813196,-0.451238964186175
"TCGA-08-0358",-0.987922926684197,0.666172450576787,-0.902682551516471,0.8670056537572,-0.814029342642557,0.932912819085145,-0.661839999256939
"TCGA-08-0360",-0.566796272612729,0.139541413792496,-0.207650960651124,0.349308331241611,-0.430954571358698,0.454705336407722,-0.513742766811321
"TCGA-08-0385",-0.672242586446748,0.257951610890758,-0.400089670052639,0.458114499669123,-0.501027011130884,0.572811939686617,-0.559916376650017
"TCGA-08-0390",-0.836030262186831,0.481243511247342,-0.328343513013403,0.384136325209235,-0.448979646854333,0.469026376099667,-0.597707176754949
"TCGA-08-0392",-0.483188083928311,0.244247643831655,-0.244570534116219,0.25985073620763,-0.574534857296071,0.491295794889229,-0.586082594322484
"TCGA-08-0509",-0.495531116162973,0.272662830069386,-0.355325603721002,-0.158952489315284,0.104374645543268,0.10138960155264,-0.328028201210088
"TCGA-08-0510",-0.700064405532013,0.132484786193322,-0.331971188612105,0.286958643871256,-0.377179923791776,0.49859256540791,-0.605466512323761
"TCGA-08-0511",-0.702892136205903,0.383818725122817,-0.669951689742578,0.724783482894767,-0.665366003496971,0.56515881601336,-0.488287870814877
"TCGA-08-0512",-0.79451155966821,0.696656659086127,-1.09385551552708,0.727162415930077,-0.560152808797214,0.639710907672485,-0.647157676335172
"TCGA-08-0518",-1.19992245135428,0.930862266736272,-1.17164347758185,1.76397280061684,-1.72300211900973,1.08491043898813,-0.909415084332312
"TCGA-08-0520",-0.448777549696152,-0.0345181477341055,-0.194806339756688,0.492019376430254,-0.630529748203433,0.672653252480951,-0.581116273604634
"TCGA-08-0521",-0.545884872627528,0.218156125244614,-0.423076920118398,0.314630589773663,-0.414522290714852,0.452830981045349,-0.600249563323062
"TCGA-08-0522",-0.790332091729648,0.286024605058026,-0.326057013214335,0.250472045791916,-0.476424586160179,0.628167269260736,-0.651604681294213
"TCGA-08-0524",-0.701350799157285,0.00353299392075356,-0.192056403246258,0.361796702073552,-0.6882260198739,0.541246117827518,-0.443772503739468
"TCGA-08-0529",-0.624645712295941,0.343942716525004,-0.356074437420177,0.265289230069235,-0.402837127450976,0.499676162476352,-0.638336323738189
