"replicate","direct_effect","indirect_effect","total_effect","status","message"
1,3.58857057029092,1.12319920305067,4.7117697733416,"ok",NA
2,2.24461350701859,1.23367653678361,3.47829004380221,"ok",NA
3,2.9668956525927,-0.243596538879689,2.72329911371301,"ok",NA
4,3.6346626460038,-0.339771178643521,3.29489146736028,"ok",NA
5,3.04778904961562,-0.583783872401413,2.46400517721421,"ok",NA
6,4.47307200594078,0.036955057112369,4.51002706305315,"ok",NA
7,2.58686559234979,-0.417437225993173,2.16942836635662,"ok",NA
8,0.420956624392642,0.719142590001003,1.14009921439364,"ok",NA
9,3.74617768415818,0.258020377412208,4.00419806157038,"ok",NA
10,1.24703369075683,0.250169650251585,1.49720334100842,"ok",NA
11,5.29122098424007,-2.46524318175199,2.82597780248808,"ok",NA
12,5.54829035352897,-0.356803242230506,5.19148711129846,"ok",NA
13,2.60115989789032,0.408890088099959,3.01004998599028,"ok",NA
14,3.71642569421691,-0.131809958047521,3.58461573616939,"ok",NA
15,2.44240887455345,3.24681871535886,5.68922758991232,"ok",NA
16,1.33597015198398,1.1289254475665,2.46489559955048,"ok",NA
17,4.97256043440301,-0.150374938024148,4.82218549637886,"ok",NA
18,2.70417031827639,0.254609533252171,2.95877985152856,"ok",NA
19,2.50655600471399,-0.0764282235568716,2.43012778115712,"ok",NA
20,4.19145525447041,-1.17384003200967,3.01761522246074,"ok",NA
21,2.07770846378624,0.937254971738795,3.01496343552504,"ok",NA
22,2.1081391104039,1.37514403048283,3.48328314088672,"ok",NA
23,2.65856244301421,-0.272956824354487,2.38560561865972,"ok",NA
24,3.66701307060945,-0.10498344597826,3.56202962463119,"ok",NA
25,2.76849574927071,0.250760175284722,3.01925592455543,"ok",NA
26,0.159767611812279,1.64409179633782,1.8038594081501,"ok",NA
27,1.141178580143,1.10271854341036,2.24389712355336,"ok",NA
28,4.51153194267262,-2.3428527624221,2.16867918025052,"ok",NA
29,1.59764222910119,0.66008643151526,2.25772866061645,"ok",NA
30,1.12084783247241,0.809334526198402,1.93018235867081,"ok",NA
31,-0.0189998546895815,1.9467201920649,1.92772033737532,"ok",NA
32,0.669664871861999,2.52986299372734,3.19952786558934,"ok",NA
33,3.55913408451006,-0.441541444077822,3.11759264043224,"ok",NA
34,4.7017783051553,-2.58495061424144,2.11682769091386,"ok",NA
35,0.20414705758604,0.841893994437783,1.04604105202382,"ok",NA
36,2.69471828175358,0.166262716264315,2.86098099801789,"ok",NA
37,3.49119527731819,0.45662894722618,3.94782422454437,"ok",NA
38,0.181092223430937,2.33304477721187,2.51413700064281,"ok",NA
39,5.06646911725768,1.66373168180827,6.73020079906596,"ok",NA
40,3.24981262003086,-0.851015869483535,2.39879675054733,"ok",NA
41,4.87060915375345,-0.26458851672507,4.60602063702838,"ok",NA
42,1.49470954970604,2.08712100831104,3.58183055801708,"ok",NA
43,4.9399973948611,-1.22923839961943,3.71075899524167,"ok",NA
44,4.33123739113404,-1.07902635339715,3.25221103773689,"ok",NA
45,1.97760759083629,0.340207020110331,2.31781461094662,"ok",NA
46,5.50042072120513,-1.26762148771487,4.23279923349026,"ok",NA
47,4.76343672462802,0.168967133793423,4.93240385842144,"ok",NA
48,2.57889244665192,0.93898060606979,3.51787305272171,"ok",NA
49,2.97857969470188,0.0420193946520021,3.02059908935388,"ok",NA
50,2.08251049053828,0.0385638392119134,2.12107432975019,"ok",NA
51,2.69614533136764,-1.19517764752428,1.50096768384335,"ok",NA
52,2.05319308659337,0.37142460910245,2.42461769569582,"ok",NA
53,2.74559233992612,1.81279191976397,4.5583842596901,"ok",NA
54,3.62985308976287,0.389328157454207,4.01918124721708,"ok",NA
55,3.89687107452819,-0.284749651399567,3.61212142312862,"ok",NA
56,3.39429543506507,2.42996771341738,5.82426314848244,"ok",NA
57,1.5653271556495,0.61821626898677,2.18354342463627,"ok",NA
58,1.55082332410321,0.980133350845412,2.53095667494862,"ok",NA
59,2.86278099583858,0.113420165107474,2.97620116094605,"ok",NA
60,3.15901062517661,1.72691456779894,4.88592519297555,"ok",NA
61,2.42540611404889,0.724133342618458,3.14953945666735,"ok",NA
62,4.29324631476744,0.316507038596386,4.60975335336382,"ok",NA
63,5.72911610596739,-1.09658537865852,4.63253072730888,"ok",NA
64,2.84555024838597,0.88131390881243,3.7268641571984,"ok",NA
65,0.427773943808776,2.80608517289953,3.23385911670831,"ok",NA
66,6.20352647662211,-0.517892869022795,5.68563360759932,"ok",NA
67,6.46902114314209,-3.51442936500861,2.95459177813348,"ok",NA
68,3.45863414178983,1.29847820833676,4.75711235012659,"ok",NA
69,2.40634953080956,0.787245848563996,3.19359537937356,"ok",NA
70,1.8117623285227,0.804750184908204,2.6165125134309,"ok",NA
71,3.72192810822047,0.99134593883335,4.71327404705382,"ok",NA
72,3.42196182451337,1.70985429128461,5.13181611579798,"ok",NA
73,4.00274694502314,0.489406503992918,4.49215344901605,"ok",NA
74,4.64032393471871,-0.391721374066048,4.24860256065266,"ok",NA
75,3.26030353111944,0.0175339266729124,3.27783745779235,"ok",NA
76,4.83084207351189,-0.26484582733308,4.56599624617881,"ok",NA
77,2.48911162005045,0.358465838087512,2.84757745813796,"ok",NA
78,2.65450746337762,0.435407065094621,3.08991452847224,"ok",NA
79,1.41651713337844,2.22602644468694,3.64254357806537,"ok",NA
80,2.8541098352447,0.525402865375746,3.37951270062045,"ok",NA
81,4.25303501862216,-0.311626140076594,3.94140887854556,"ok",NA
82,4.06390496916916,-0.569734520323167,3.49417044884599,"ok",NA
83,6.79920696756199,-1.656875089563,5.14233187799899,"ok",NA
84,2.23357750721426,1.88649665459626,4.12007416181052,"ok",NA
85,4.3467878111535,-0.0645003830042385,4.28228742814926,"ok",NA
86,3.09499927657263,-1.44106661050302,1.65393266606961,"ok",NA
87,1.04964112739664,0.728739577106811,1.77838070450345,"ok",NA
88,2.07336145603605,0.0126430648389478,2.08600452087499,"ok",NA
89,1.85057461169642,3.00734122922136,4.85791584091778,"ok",NA
90,1.36942757893862,0.754926519659549,2.12435409859817,"ok",NA
91,1.63952627850045,0.262271168425887,1.90179744692634,"ok",NA
92,2.5944704247809,-0.426759309182951,2.16771111559795,"ok",NA
93,5.60335563596703,0.199227486191391,5.80258312215842,"ok",NA
