"Gene","Basis","basis_index","parameter","estimate","std_error","statistic","p_value","hazard_ratio"
"DDIT3","Basis1",1,"lambda",-0.0794045873744252,0.105565638337393,-0.752182136394082,0.455091602343312,NA
"DDIT3","Basis2",2,"lambda",0.111685169097593,0.148400750497392,0.752591673042486,0.454847369993283,NA
"DDIT3","Basis3",3,"lambda",-0.124110922664949,0.159107586437151,-0.780044028346653,0.438649565830122,NA
"DDIT3","Basis4",4,"lambda",0.0180226109365609,0.167866648612926,0.107362666053566,0.914884996491601,NA
"DDIT3","Basis5",5,"lambda",-0.0562999942575188,0.175307472788089,-0.321149996415578,0.749292257135285,NA
"DDIT3","Basis6",6,"lambda",0.206057082434813,0.181763594400199,1.13365431133104,0.261769548865912,NA
"DDIT3","Basis7",7,"lambda",-0.223250961623659,0.133859053227062,-1.66780622036048,0.100937367079406,NA
"DDIT3","Basis8",8,"lambda",0.145713854095004,0.0993947248169473,1.46601194744853,0.148238003569403,NA
"DDIT3","Basis9",9,"lambda",-0.077362790433957,0.0491648027766227,-1.57354013572372,0.121227132763574,NA
"DDIT3","Basis1",1,"beta",-4.08179621047782,2.01203502492595,-2.02869043526121,0.0424898307194086,0.016877123544311
"DDIT3","Basis2",2,"beta",-5.78251420742177,2.21516209174945,-2.61042486640558,0.00904298338815789,0.00308095949111144
"DDIT3","Basis3",3,"beta",-6.196409237878,2.59590665161721,-2.3869923188562,0.0169868461843243,0.00203673093793315
"DDIT3","Basis4",4,"beta",-4.38966782019725,3.04508614624603,-1.44155784413811,0.149427148082787,0.012404849176475
"DDIT3","Basis5",5,"beta",-2.31905240862825,3.13514048058767,-0.739696489834341,0.459484178473174,0.0983667529414618
"DDIT3","Basis6",6,"beta",-3.99725637919533,2.91582558666745,-1.37088322342485,0.170411361930607,0.0183659590548022
"DDIT3","Basis7",7,"beta",-6.9516852668888,3.83018731069073,-1.8149726639962,0.0695281104990025,0.000957020958168239
"DDIT3","Basis8",8,"beta",-5.89848954115334,3.24367728994894,-1.81845757573689,0.0689942252664992,0.00274358576400621
"DDIT3","Basis9",9,"beta",1.37338335755515,3.26344641386999,0.420838335729407,0.673873136075225,3.94868794359501
