"Gene","Basis","basis_index","parameter","estimate","std_error","statistic","p_value","hazard_ratio"
"PTEN","Basis1",1,"lambda",-0.238581517005829,0.175204096302033,-1.36173481123718,0.178734952347199,NA
"PTEN","Basis2",2,"lambda",0.289955955714384,0.236002276183081,1.2286150811929,0.224354455853741,NA
"PTEN","Basis3",3,"lambda",-0.154123038539198,0.204671899664649,-0.753024908606047,0.454589087047527,NA
"PTEN","Basis4",4,"lambda",0.165886874353836,0.161804426011099,1.02523075816515,0.309662680126359,NA
"PTEN","Basis5",5,"lambda",-0.101356544980975,0.0804480535067841,-1.25990052664765,0.212930595255192,NA
"PTEN","Basis1",1,"beta",0.330191724822486,1.12255274975607,0.294143615873942,0.768648163613737,1.39123483714781
"PTEN","Basis2",2,"beta",0.550484114602164,0.965379155801069,0.570225813654919,0.568524550149014,1.73409231410398
"PTEN","Basis3",3,"beta",1.16189894963682,1.12847065745102,1.0296226507664,0.303187178118896,3.19599655385987
"PTEN","Basis4",4,"beta",0.530936880142554,1.21610514457942,0.436587973095184,0.662410186390561,1.7005247504091
"PTEN","Basis5",5,"beta",0.59086600930372,1.58828831945534,0.372014326407905,0.709882182737592,1.80555136281522
