"Gene","direct_effect","direct_effect_hr","direct_bootstrap_se","direct_ci_low","direct_ci_high","direct_p_value","indirect_effect","indirect_effect_hr","indirect_bootstrap_se","indirect_ci_low","indirect_ci_high","indirect_p_value","total_effect","total_effect_hr","total_bootstrap_se","total_ci_low","total_ci_high","total_p_value","bootstrap_attempted","bootstrap_failed","bootstrap_valid"
"PDGFRA",0.129881577168145,1.1386935280276,2.02230790029986,-1.9388466830128,4.2908484447986,0.8,-0.0809888930273985,0.922203934281556,0.316096808845826,-0.7361144989547,0.511645303378017,0.68,0.0488926841407463,1.050107651488,2.10957381065846,-2.16163261579435,4.32208348233384,0.84,100,0,100
