"Gene","Basis","basis_index","parameter","estimate","std_error","statistic","p_value","hazard_ratio"
"PDGFRA","Basis1",1,"lambda",-0.0126433678651422,0.216426993689659,-0.0584186272220364,0.953623141508338,NA
"PDGFRA","Basis2",2,"lambda",0.0701580233175671,0.290517600138194,0.241493194505924,0.810054986390059,NA
"PDGFRA","Basis3",3,"lambda",-0.142689882589733,0.249278978451489,-0.572410411323556,0.569334995451042,NA
"PDGFRA","Basis4",4,"lambda",0.105719618093715,0.197984899918459,0.533978187918654,0.595470068739136,NA
"PDGFRA","Basis5",5,"lambda",-0.0226102360878472,0.0991036944111936,-0.228147257498136,0.82036278439059,NA
"PDGFRA","Basis1",1,"beta",0.336221799865716,1.12862553761088,0.297903767601647,0.765776612313331,1.39964943244164
"PDGFRA","Basis2",2,"beta",0.30795049449317,0.949538812419404,0.324315857830518,0.745698915150757,1.36063362841242
"PDGFRA","Basis3",3,"beta",0.736176568253538,1.08386966013834,0.679211343695676,0.497003960766,2.08793714845679
"PDGFRA","Basis4",4,"beta",0.263923647799895,1.19798810232898,0.220305733660299,0.825633055041784,1.30202877974367
"PDGFRA","Basis5",5,"beta",0.634062746234429,1.60981198955106,0.393873787964056,0.693674223495211,1.88525435141429
