"Gene","Basis","basis_index","term","estimate","std_error","statistic","p_value"
"KIT","Basis1",1,"(Intercept)",-0.602257610282756,0.181765556438764,-3.31337587870039,0.00161961770694551
"KIT","Basis1",1,"Exposure",-0.173958172957289,0.140290043075374,-1.2399894471757,0.22015012341644
"KIT","Basis1",1,"Age",-0.00465890104606398,0.00252980891211448,-1.84160195805854,0.0708316212644891
"KIT","Basis1",1,"Gender",0.229630122277183,0.0756348065263373,3.03603767661152,0.00363399849895534
"KIT","Basis1",1,"Classical",-0.0755016794029396,0.0857009777691293,-0.88098970826604,0.382088930647621
"KIT","Basis1",1,"Mesenchymal",-0.207296024759202,0.103835473804689,-1.99638926046718,0.0507620571304403
"KIT","Basis1",1,"Neural",-0.3128667785083,0.113455063294915,-2.75762728803944,0.00784760998452891
"KIT","Basis1",1,"Proneural",-0.110461391499895,0.134454133714678,-0.821554447216198,0.41481458767994
"KIT","Basis2",2,"(Intercept)",-0.0558835018790732,0.248736293557523,-0.224669673571982,0.823054034319218
"KIT","Basis2",2,"Exposure",0.282253929173463,0.191979305767701,1.47023101289364,0.147095744742552
"KIT","Basis2",2,"Age",0.00893049431912983,0.00346190611982165,2.57964659064467,0.0125419627394773
"KIT","Basis2",2,"Gender",-0.256569326233251,0.103502125528604,-2.4788797807089,0.0162175308474201
"KIT","Basis2",2,"Classical",0.112805719703249,0.117277134250297,0.961873091667594,0.340248431029196
"KIT","Basis2",2,"Mesenchymal",0.351559754406842,0.142093207316034,2.47414891286765,0.0164118841599126
"KIT","Basis2",2,"Neural",0.430938360548173,0.155257093160104,2.77564362295371,0.00747609756522342
"KIT","Basis2",2,"Proneural",0.236430958522254,0.18399318071542,1.28499848528592,0.204082382211613
"KIT","Basis3",3,"(Intercept)",-0.054073043663207,0.264443383194839,-0.204478716804824,0.838720781854003
"KIT","Basis3",3,"Exposure",-0.405623050401538,0.204102330200826,-1.98735139379558,0.0517825640344496
"KIT","Basis3",3,"Age",-0.00940946697391342,0.00368051703888898,-2.55656117727247,0.0133099120933286
"KIT","Basis3",3,"Gender",0.255154775387985,0.110038032050643,2.31878715597671,0.0240810532421567
"KIT","Basis3",3,"Classical",-0.114842375352807,0.124682898940808,-0.921075595197119,0.360962051804676
"KIT","Basis3",3,"Mesenchymal",-0.388446261520556,0.151066046431088,-2.57136709867993,0.012812627422813
"KIT","Basis3",3,"Neural",-0.499922326466381,0.165061199525992,-3.02870891464507,0.00371042343110644
"KIT","Basis3",3,"Proneural",-0.226272480958455,0.195611900849978,-1.156741895433,0.252288508978794
"KIT","Basis4",4,"(Intercept)",0.231419340065677,0.292764131019739,0.790463433001889,0.432591983551017
"KIT","Basis4",4,"Exposure",0.347272066480577,0.225960811038039,1.53686856090332,0.129956916214601
"KIT","Basis4",4,"Age",0.00816555561247886,0.0040746845679242,2.00397244899836,0.0499191979965697
"KIT","Basis4",4,"Gender",-0.2110774051932,0.121822631533544,-1.73266167817988,0.088660295015511
"KIT","Basis4",4,"Classical",0.0589839301334543,0.138035900616704,0.427308619496316,0.670793149550826
"KIT","Basis4",4,"Mesenchymal",0.286681621301799,0.167244569615113,1.71414606741225,0.092032371874817
"KIT","Basis4",4,"Neural",0.486804082289697,0.182738543352769,2.66393763109922,0.0100680127200306
"KIT","Basis4",4,"Proneural",0.197113874530141,0.21656109325779,0.910199849681682,0.366618293634132
"KIT","Basis5",5,"(Intercept)",-0.61649196191901,0.245930333293677,-2.5067747994422,0.0151131955410724
"KIT","Basis5",5,"Exposure",-0.132833246376003,0.189813613356029,-0.699808849467772,0.486943698243361
"KIT","Basis5",5,"Age",-0.00436215987659099,0.00342285282819922,-1.27442227157805,0.207776929819955
"KIT","Basis5",5,"Gender",0.200286294305028,0.102334532141635,1.95717213059443,0.0553188972616388
"KIT","Basis5",5,"Classical",0.0157182513913079,0.115954146865314,0.135555750408525,0.892658586174993
"KIT","Basis5",5,"Mesenchymal",-0.133550297021873,0.140490273189338,-0.950601731992421,0.345891389756207
"KIT","Basis5",5,"Neural",-0.272336015856885,0.153505659029376,-1.77411059356952,0.0814813181491755
"KIT","Basis5",5,"Proneural",-0.112294775016524,0.181917578693206,-0.617283804144641,0.53954948947148
"KIT","Basis6",6,"(Intercept)",0.704509707072621,0.167777242387755,4.19907787877695,9.69170646632078e-05
"KIT","Basis6",6,"Exposure",0.0476665603303037,0.129493601663609,0.368099734024922,0.714186644495767
"KIT","Basis6",6,"Age",0.00216761162812063,0.00233511987286506,0.928265676340242,0.35725367847668
"KIT","Basis6",6,"Gender",-0.188895223075199,0.0698141029364679,-2.70568860917825,0.00901570458091283
"KIT","Basis6",6,"Classical",0.0143532783066072,0.0791056017528981,0.18144452464242,0.856673822152901
"KIT","Basis6",6,"Mesenchymal",0.0751301364766994,0.0958445032067766,0.783875276755437,0.436416374112901
"KIT","Basis6",6,"Neural",0.180206140465134,0.104723788310036,1.72077560765498,0.0908130302807302
"KIT","Basis6",6,"Proneural",0.0742551145163727,0.124106812227007,0.598316185742898,0.552041348189892
"KIT","Basis7",7,"(Intercept)",-0.682380817391985,0.0902823494366759,-7.55829707190558,4.13544603206422e-10
"KIT","Basis7",7,"Exposure",-0.0123514033245831,0.0696815994161371,-0.177254876869585,0.859947764565766
"KIT","Basis7",7,"Age",-0.000504009629030624,0.00125654770181106,-0.401106641876148,0.689868049597179
"KIT","Basis7",7,"Gender",0.119458071421208,0.0375675577165063,3.17982000114744,0.00240195335884979
"KIT","Basis7",7,"Classical",-0.0232312514143954,0.0425673916093337,-0.545752289160737,0.587403743679403
"KIT","Basis7",7,"Mesenchymal",-0.065899373593771,0.0515747356849533,-1.27774525101438,0.206610796814866
"KIT","Basis7",7,"Neural",-0.0967976728968668,0.0563527539014385,-1.71770971594692,0.0913752575825993
"KIT","Basis7",7,"Proneural",-0.031885950766737,0.0667829225793038,-0.477456654115023,0.634895275419803
