"Gene","Basis","basis_index","parameter","estimate","std_error","statistic","p_value","hazard_ratio"
"PTEN","Basis1",1,"lambda",-0.105491982465798,0.100137528131322,-1.05347100566986,0.29664951186773,NA
"PTEN","Basis2",2,"lambda",0.2333929780282,0.138695473072959,1.68277286098175,0.0979871796199523,NA
"PTEN","Basis3",3,"lambda",-0.169322308477567,0.150783846329798,-1.12294726921359,0.266251257894036,NA
"PTEN","Basis4",4,"lambda",0.188331147045122,0.158023944922877,1.19178866935031,0.238370426750787,NA
"PTEN","Basis5",5,"lambda",-0.146266301885956,0.166098774371791,-0.880598321325099,0.382298976392195,NA
"PTEN","Basis6",6,"lambda",0.135643018305772,0.17428116986173,0.778299907060457,0.439668424606782,NA
"PTEN","Basis7",7,"lambda",-0.143730379324831,0.129296717847083,-1.11163207943776,0.271046172117553,NA
"PTEN","Basis8",8,"lambda",0.130979057782397,0.0949370733164646,1.37964077895881,0.173181538042518,NA
"PTEN","Basis9",9,"lambda",-0.0291678411573295,0.0477263765544669,-0.611147194969687,0.543575037574199,NA
"PTEN","Basis1",1,"beta",-4.75287708791682,2.11433720853142,-2.24792765730026,0.024580803260187,0.00862683928886271
"PTEN","Basis2",2,"beta",-7.61735695787617,2.52659618046749,-3.01486918121864,0.00257090116614147,0.000491840068728678
"PTEN","Basis3",3,"beta",-8.40212232461407,2.75757288040111,-3.04692665942955,0.00231194111517444,0.00022439058879441
"PTEN","Basis4",4,"beta",-5.64653163699563,3.20932469017533,-1.75941426377995,0.0785071709484847,0.00352973798150058
"PTEN","Basis5",5,"beta",-1.75011569920055,3.31025845887695,-0.528694578064548,0.597017339006047,0.173753839107162
"PTEN","Basis6",6,"beta",-2.52512405325301,2.79055294788879,-0.904883046624652,0.365527349385626,0.0800483819085804
"PTEN","Basis7",7,"beta",-5.34613814817018,3.71971845247182,-1.43724268825173,0.150649047278752,0.00476652310738292
"PTEN","Basis8",8,"beta",-4.1593288333764,3.21959397686662,-1.29187992748836,0.196398730028314,0.0156180367080476
"PTEN","Basis9",9,"beta",1.95312127410935,3.29638897918369,0.592503277508536,0.553513626664025,7.05066031478166
