"Gene","Basis","basis_index","parameter","estimate","std_error","statistic","p_value","hazard_ratio"
"KIT","Basis1",1,"lambda",-0.136993599957036,0.113435022141245,-1.20768345940336,0.232244916387911,NA
"KIT","Basis2",2,"lambda",0.209590648576425,0.159080684907168,1.31751160550215,0.19303226679282,NA
"KIT","Basis3",3,"lambda",-0.280967377995632,0.169128281443389,-1.66126785891618,0.102248809521489,NA
"KIT","Basis4",4,"lambda",0.365056856983761,0.175150166275566,2.08425070182013,0.0417110839719002,NA
"KIT","Basis5",5,"lambda",-0.302025862418815,0.1856957768264,-1.62645520313135,0.109467643020196,NA
"KIT","Basis6",6,"lambda",0.202018944422107,0.197255578095113,1.02414819582287,0.31016912191896,NA
"KIT","Basis7",7,"lambda",-0.0909580442045487,0.148026685498083,-0.61447058615473,0.541393025030293,NA
"KIT","Basis8",8,"lambda",0.0189466731901452,0.10966051424066,0.172775709847256,0.863450683045588,NA
"KIT","Basis9",9,"lambda",-0.0218481531456252,0.0543310275509357,-0.402130313569763,0.689118910375875,NA
"KIT","Basis1",1,"beta",-4.48217855941801,2.00864721595512,-2.23144140186246,0.0256519049794981,0.0113087495160569
"KIT","Basis2",2,"beta",-7.39652621667554,2.45253056164316,-3.01587524834755,0.00256238660078147,0.000613379813098088
"KIT","Basis3",3,"beta",-8.66825936041974,2.84030182794421,-3.05187965417526,0.00227413257545548,0.000171958161055227
"KIT","Basis4",4,"beta",-6.19600147448554,3.42741052120006,-1.80777920711876,0.0706408711730764,0.00203756161159759
"KIT","Basis5",5,"beta",-2.09843709348289,3.3870473080616,-0.619547618507821,0.535555662162108,0.122647965841445
"KIT","Basis6",6,"beta",-2.75240479196516,2.84027298561481,-0.969063468865603,0.332513523072566,0.0637743126998338
"KIT","Basis7",7,"beta",-5.47861994306705,3.730158557842,-1.46873647811813,0.141904279261116,0.00417508758244984
"KIT","Basis8",8,"beta",-4.05503830691914,3.15340701208928,-1.28592290540779,0.198469968864251,0.0173348161273476
"KIT","Basis9",9,"beta",2.17112905613683,3.29905827631377,0.658105699958341,0.510470213475533,8.76817821957578
