"Gene","term","estimate","hazard_ratio","std_error","statistic","p_value"
"KIT","Exposure",0.344664767283378,1.41151665378258,0.679921918123279,0.506918159418544,0.612212243476809
"KIT","Age",0.0211345346342154,1.02135945061495,0.0135796593424232,1.55633761505273,0.119627831327416
"KIT","Gender",-0.0212962093585511,0.97892895370217,0.32633734133272,-0.0652582670177436,0.947968369576138
"KIT","Classical",0.922760481612056,2.5162268094415,0.427712611996593,2.15743107808896,0.0309720919032972
"KIT","Mesenchymal",0.708820023306878,2.03159261181952,0.497524907309244,1.42469253879243,0.154246096836
"KIT","Neural",1.37124340092532,3.94024695754427,0.581572349439949,2.35782083217303,0.0183825628340696
"KIT","Proneural",0.702678088371004,2.01915294310495,0.618437257600292,1.13621564634962,0.255866323836933
"KIT","Basis1",-4.48217855941801,0.0113087495160569,2.00864721595512,-2.23144140186246,0.0256519049794981
"KIT","Basis2",-7.39652621667554,0.000613379813098088,2.45253056164316,-3.01587524834755,0.00256238660078147
"KIT","Basis3",-8.66825936041974,0.000171958161055227,2.84030182794421,-3.05187965417526,0.00227413257545548
"KIT","Basis4",-6.19600147448554,0.00203756161159759,3.42741052120006,-1.80777920711876,0.0706408711730764
"KIT","Basis5",-2.09843709348289,0.122647965841445,3.3870473080616,-0.619547618507821,0.535555662162108
"KIT","Basis6",-2.75240479196516,0.0637743126998338,2.84027298561481,-0.969063468865603,0.332513523072566
"KIT","Basis7",-5.47861994306705,0.00417508758244984,3.730158557842,-1.46873647811813,0.141904279261116
"KIT","Basis8",-4.05503830691914,0.0173348161273476,3.15340701208928,-1.28592290540779,0.198469968864251
"KIT","Basis9",2.17112905613683,8.76817821957578,3.29905827631377,0.658105699958341,0.510470213475533
