"Gene","direct_effect","direct_effect_hr","direct_bootstrap_se","direct_ci_low","direct_ci_high","direct_p_value","indirect_effect","indirect_effect_hr","indirect_bootstrap_se","indirect_ci_low","indirect_ci_high","indirect_p_value","total_effect","total_effect_hr","total_bootstrap_se","total_ci_low","total_ci_high","total_p_value","bootstrap_attempted","bootstrap_failed","bootstrap_valid"
"PTEN",-0.702104842821182,0.495541169034884,0.799744963804236,-2.28087589834963,1.13104181068471,0.36,-0.111168774734588,0.894787718624617,0.316728007393695,-0.634558008169047,0.51561445249839,0.62,-0.81327361755577,0.4434041521253,0.692612485185689,-2.16095485718865,0.598721801580772,0.26,100,0,100
