"SNP_model","predictor","grid","coordinate_1","coordinate_2","coordinate_1_raw","coordinate_2_raw"
"rs4639533","SNP",0,0.00912736916620723,-0.0130405919238156,0.00855159980487571,-0.0134010326791495
"rs4639533","SNP",0.0101010101010101,0.00310351635244136,-0.0118215194179062,0.00439640772137838,-0.0115831836043975
"rs4639533","SNP",0.0202020202020202,-0.00606992914503174,-0.0130047096100338,-0.00608119095693792,-0.0121928006238886
"rs4639533","SNP",0.0303030303030303,-0.0140197292327547,-0.0156450229194111,-0.0154174443737476,-0.0161926803328475
"rs4639533","SNP",0.0404040404040404,-0.0166201397680774,-0.0179192165446565,-0.0163808184497477,-0.0187994380122314
"rs4639533","SNP",0.0505050505050505,-0.0176306644438179,-0.019181004922008,-0.0171860523006007,-0.0188839780736481
"rs4639533","SNP",0.0606060606060606,-0.0203617180386103,-0.0220386582258757,-0.0202297603011047,-0.0202593275314779
"rs4639533","SNP",0.0707070707070707,-0.0261940408839246,-0.0281923089058982,-0.0253704015668246,-0.0288496329097291
"rs4639533","SNP",0.0808080808080808,-0.031371436453828,-0.0325518676552755,-0.0323373295949657,-0.0335758607173077
"rs4639533","SNP",0.0909090909090909,-0.0317909363979861,-0.030091260913955,-0.0326106757582226,-0.0305893211563095
"rs4639533","SNP",0.101010101010101,-0.0275459645997728,-0.0228979858196202,-0.0266476675283876,-0.0225393724068087
"rs4639533","SNP",0.111111111111111,-0.0214535780281633,-0.0150902545130423,-0.0215466352189492,-0.0148206150797676
"rs4639533","SNP",0.121212121212121,-0.0164163473473932,-0.010122892867954,-0.0169911862548638,-0.00932775480278986
"rs4639533","SNP",0.131313131313131,-0.0136981149235796,-0.00832501874225565,-0.0126713791670333,-0.00885475236824289
"rs4639533","SNP",0.141414141414141,-0.0134232446101528,-0.00848300125071104,-0.0130532271354998,-0.0088608777961178
"rs4639533","SNP",0.151515151515152,-0.014873469115279,-0.00944728765589706,-0.015816974987441,-0.00864951820224641
"rs4639533","SNP",0.161616161616162,-0.0147384461001052,-0.0111367143334332,-0.0147748199824918,-0.0110010397980091
"rs4639533","SNP",0.171717171717172,-0.0104362434564007,-0.0125232798391047,-0.0104702118506549,-0.0132282937854085
"rs4639533","SNP",0.181818181818182,-0.00442728388693482,-0.00966379948481467,-0.00433894951411547,-0.0106806779065335
"rs4639533","SNP",0.191919191919192,0.00130502554718612,-0.00516338207836296,0.00125462360922745,-0.00404682792355834
"rs4639533","SNP",0.202020202020202,0.00540406470129851,-0.00261347579294791,0.00567571997527572,-0.00204393651764645
"rs4639533","SNP",0.212121212121212,0.00716691646246873,-0.00178865766937,0.00732336580199873,-0.00267513508656244
"rs4639533","SNP",0.222222222222222,0.00664196100462992,-0.00193010325133853,0.00646172929519424,-0.00149043470649968
"rs4639533","SNP",0.232323232323232,0.00569124064785955,-0.00340375227680839,0.0055024556780213,-0.00295803071066491
"rs4639533","SNP",0.242424242424242,0.00461337336279902,-0.00476235697059323,0.00470878999072244,-0.00544460548618339
"rs4639533","SNP",0.252525252525253,0.00293001678197013,-0.00422291796453942,0.00301763866191972,-0.00437267438322859
"rs4639533","SNP",0.262626262626263,-7.62925814185665e-05,-0.00149584979436161,0.000274705209856386,-0.00169012506643826
"rs4639533","SNP",0.272727272727273,-0.00249245716350539,0.00107601774105391,-0.00279514217244293,0.00144391009105553
"rs4639533","SNP",0.282828282828283,-0.0023182212611337,0.00136796766522077,-0.00290304331217569,0.00220255682017585
"rs4639533","SNP",0.292929292929293,-7.43940331471198e-05,0.000537400197604196,0.000226726964613874,-5.22245608305346e-05
"rs4639533","SNP",0.303030303030303,0.00269514035402504,0.000389045004043224,0.00293153304429761,-0.000495637342375858
"rs4639533","SNP",0.313131313131313,0.00374400630877739,0.00157376717201275,0.00394456595438769,0.0023010617208922
"rs4639533","SNP",0.323232323232323,0.00390799442008541,0.00272497126474188,0.00387549665932195,0.00324077746088315
"rs4639533","SNP",0.333333333333333,0.00482752132667793,0.00256881331765264,0.00459336246460312,0.00177189418159121
"rs4639533","SNP",0.343434343434343,0.0078865328936306,0.00204671592657047,0.00760060572134253,0.00194791532000054
