"grid","alpha_coordinate_1","alpha_coordinate_2","beta_coordinate_1","beta_coordinate_2","indirect_integrand_coordinate_1","indirect_integrand_coordinate_2","indirect_integrand_total"
0,0.00131685081306636,-0.00766438413493664,-34.6091538766616,-0.932057402158726,-0.0455750924220206,0.0071436459659556,-0.038431446456065
0.0101010101010101,-0.00263555103538243,-0.00671248518118698,-40.5382683956131,3.74073189315997,0.106840675242669,-0.0251096073996298,0.0817310678430392
0.0202020202020202,-0.00835550112663702,-0.00749269049268325,-49.6354452383662,6.49437492202757,0.414729018610299,-0.0486603412341965,0.366068677376103
0.0303030303030303,-0.00745385075866977,-0.008075229427054,-51.2630107142524,0.675337437499696,0.382106831304127,-0.00545350474848879,0.376653326555638
0.0404040404040404,-0.00657713803656313,-0.00691420145077302,-47.4492843212421,-10.7958200142383,0.31208049271694,0.0746444744047309,0.386724967121671
0.0505050505050505,-0.0059528844860864,-0.00813830273331345,-40.922072472404,-23.9142390664601,0.243604370359477,0.194621317159684,0.438225687519161
0.0606060606060606,-0.0089630597082298,-0.0135662017276475,-22.0711829096821,-29.0722444633004,0.197825330250742,0.394399933064617,0.59222526331536
0.0707070707070707,-0.0180179995102063,-0.0224886818735864,1.01066829735251,-19.2318256305552,-0.0182102208866786,0.432498408453841,0.414288187567163
0.0808080808080808,-0.026565022156067,-0.0280622419100304,14.5027208944204,2.61464366688739,-0.385265101883535,-0.0733727630887227,-0.458637864972257
0.0909090909090909,-0.0281149292736858,-0.0246338081472359,18.6763525097715,22.883579990863,-0.52508432990265,-0.563709719216847,-1.0887940491195
0.101010101010101,-0.0249508852255227,-0.016750713072862,15.7521129586938,31.6765192727159,-0.393029162491836,-0.530604285484249,-0.923633447976086
0.111111111111111,-0.019881939068188,-0.00890193268542443,4.30222279213038,24.3649250927909,-0.0855365314109059,-0.216894923061434,-0.30243145447234
0.121212121212121,-0.014181527910054,-0.00463113487528956,-12.832688575986,8.4774857107244,0.181987131201375,-0.0392603797297047,0.142726751471671
0.131313131313131,-0.00625296074180577,-0.00521026213784357,-27.6281495637305,-5.31462366477971,0.172757734590745,0.0276905824574891,0.200448317048235
0.141414141414141,0.000615610651027687,-0.00657014487681317,-35.8527929178942,-11.6825229955758,-0.0220713611893457,0.0767558686076347,0.054684507418289
0.151515151515152,0.00323677154579556,-0.00505308069525988,-35.0922997714038,-14.5869582059364,-0.113585757376608,0.0737090769129797,-0.0398766804636281
0.161616161616162,0.00480192195057501,-0.00373862878602609,-25.7813205177315,-15.8960157733799,-0.123799888908905,0.059429302153483,-0.064370586755422
0.171717171717172,0.00798636582420845,-0.00484002854301528,-12.6455630193758,-11.0784298736325,-0.100992092325817,0.0536199168001743,-0.0473721755256428
0.181818181818182,0.00858042751576676,-0.00276314544174136,1.23849571591064,-0.85384175943628,0.0106268227189589,0.00235928896555478,0.0129861116845137
0.191919191919192,0.00649650891398619,0.00105612277007688,13.8910210300192,8.75694795135875,0.0902431419458891,0.00924841212780802,0.0994915540736971
0.202020202020202,0.00312858526784718,0.00335004417093815,21.2221021004379,13.196406861054,0.0663951559841788,0.0442085458822022,0.110603701866381
0.212121212121212,-0.000435952004275167,0.00310421761280048,20.8280928189101,14.8476521139644,-0.00908004880963306,0.0460903432009027,0.0370102943912696
0.222222222222222,-0.00311410944154739,0.0010091143464573,15.6581576398496,14.9241642498349,-0.048761216543493,0.0150601882533936,-0.0337010282900994
0.232323232323232,-0.00382956519415185,0.000965414212457684,9.14709456153254,15.9182548285528,-0.0350293949604607,0.0153677094490081,-0.0196616855114527
0.242424242424242,-0.00261640385798017,0.00259153582831459,3.2993900132417,17.8682409365271,-0.00863253675962685,0.0463061865759674,0.0376736498163406
