"SNP_model","predictor","grid","coordinate_1","coordinate_2","coordinate_1_raw","coordinate_2_raw"
"rs2515029","SNP",0,-0.00681354840266564,0.0158023979279508,-0.00667829953181765,0.015728851579569
"rs2515029","SNP",0.0101010101010101,-0.00422786728159908,0.015519125854214,-0.00456780119218717,0.0158042601111304
"rs2515029","SNP",0.0202020202020202,0.00184252932593351,0.015218371636394,0.00198279509919219,0.0148367387846999
"rs2515029","SNP",0.0303030303030303,0.0062454093927102,0.0160949520896942,0.00634941352186044,0.0161502897269224
"rs2515029","SNP",0.0404040404040404,0.00483913990954233,0.0171254315968287,0.00518557444876384,0.0173711293996524
"rs2515029","SNP",0.0505050505050505,0.00408862124079365,0.0125824317011304,0.00340285212418902,0.0126792016952917
"rs2515029","SNP",0.0606060606060606,0.00698967089830717,0.00836998213476345,0.00728916630877512,0.0079479915442679
"rs2515029","SNP",0.0707070707070707,0.0138324887317839,0.0110208764218694,0.0137612107242405,0.0111212454944262
"rs2515029","SNP",0.0808080808080808,0.020613567884659,0.0159217430959132,0.0206690862499796,0.015976939054174
"rs2515029","SNP",0.0909090909090909,0.0235886483399577,0.0171544999286005,0.0237212384714533,0.0173505847588436
"rs2515029","SNP",0.101010101010101,0.023837460014444,0.014909612845158,0.023612693506337,0.0146946377954207
"rs2515029","SNP",0.111111111111111,0.0217455898174953,0.0115842830962463,0.0218940554089469,0.0117066668657203
"rs2515029","SNP",0.121212121212121,0.0174497621724482,0.00926162382141536,0.0175193189718534,0.00912745672530947
"rs2515029","SNP",0.131313131313131,0.0122130553377267,0.00790176541223152,0.0121476095771652,0.00789600331457448
"rs2515029","SNP",0.141414141414141,0.00793633823943712,0.00640262208320111,0.00767023026589553,0.00673396163366187
"rs2515029","SNP",0.151515151515152,0.00587452010755555,0.00414582056183101,0.00624208821522839,0.0037070146164397
"rs2515029","SNP",0.161616161616162,0.00431872236469968,0.00301473948369843,0.00423182984256816,0.00316212791193715
"rs2515029","SNP",0.171717171717172,0.0020313804373115,0.00378357807121215,0.00185096808285811,0.00385888014629999
"rs2515029","SNP",0.181818181818182,0.00167932545346681,0.00222186373106807,0.00189135074947298,0.00222642810701548
"rs2515029","SNP",0.191919191919192,0.00336305701281857,9.96974599004462e-05,0.00322320098255108,0.00011613086678349
"rs2515029","SNP",0.202020202020202,0.00615118144938063,0.000252689579846155,0.0061493190522053,8.38139301941422e-05
"rs2515029","SNP",0.212121212121212,0.00876332451869732,0.00204329673492791,0.00880555842724414,0.00209550989154149
"rs2515029","SNP",0.222222222222222,0.0100694910944706,0.00412784560613663,0.0101443590923394,0.00432637020438013
"rs2515029","SNP",0.232323232323232,0.0099751301815429,0.00565066637353233,0.00986188910575129,0.00536041097798125
"rs2515029","SNP",0.242424242424242,0.00896310336769438,0.00527572636600052,0.0090183996957019,0.00531303504361992
"rs2515029","SNP",0.252525252525253,0.00728398041961224,0.00274165483472744,0.00726577806848277,0.0034532324815935
"rs2515029","SNP",0.262626262626263,0.00424400245537027,0.00164066604112888,0.00428430257732629,0.000544729949627363
"rs2515029","SNP",0.272727272727273,0.000130679515590841,0.0024499305492602,0.000137499850625786,0.0028229260278255
"rs2515029","SNP",0.282828282828283,-0.0042221829564784,0.00427197184223595,-0.00424111212053227,0.00465139117376049
"rs2515029","SNP",0.292929292929293,-0.00709410573077078,0.00506106102598651,-0.00705416242398834,0.00479329289059499
"rs2515029","SNP",0.303030303030303,-0.00722675838108046,0.00343308833139522,-0.0075267957596581,0.0033182499961899
"rs2515029","SNP",0.313131313131313,-0.00611916976174838,0.0013478048568888,-0.00585204083137894,0.00145076917630093
"rs2515029","SNP",0.323232323232323,-0.00604254709082062,-8.98281176668881e-05,-0.00580562819776786,0.000385090483736035
"rs2515029","SNP",0.333333333333333,-0.00853923024814735,-0.000277968663127959,-0.00903517730716533,-0.00123553973385917
"rs2515029","SNP",0.343434343434343,-0.0121477286476555,0.00117621978457149,-0.0118593892016105,0.00166410780300761
