"SNP_model","predictor","grid","coordinate_1","coordinate_2","coordinate_1_raw","coordinate_2_raw"
"rs11719939","SNP",0,-0.00535137260867903,-0.00775498294606769,-0.00544663460396978,-0.00775425708062784
"rs11719939","SNP",0.0101010101010101,-0.00937273706915161,-0.00563201481714241,-0.00843184368331272,-0.00579289922853566
"rs11719939","SNP",0.0202020202020202,-0.011057955978656,-0.00609814428767127,-0.012620674141856,-0.00558553040338336
"rs11719939","SNP",0.0303030303030303,-0.00960706896241712,-0.00643053023702204,-0.00955495349938715,-0.00694878746552678
"rs11719939","SNP",0.0404040404040404,-0.00606975628152664,-0.00404583770733835,-0.00437251682490522,-0.00418318381273155
"rs11719939","SNP",0.0505050505050505,-0.00438509242358791,-0.00343155599603911,-0.00614777573003366,-0.0029697943706131
"rs11719939","SNP",0.0606060606060606,-0.00651731296026157,-0.00686147343930595,-0.00631833165243029,-0.00667747897088272
"rs11719939","SNP",0.0707070707070707,-0.0127394277832068,-0.0140212176348484,-0.0105230589559979,-0.0144628290491241
"rs11719939","SNP",0.0808080808080808,-0.0194365440348186,-0.0184906073865477,-0.0213685849680485,-0.0183207147680703
"rs11719939","SNP",0.0909090909090909,-0.0226347973487641,-0.0151087782562067,-0.0232501187174275,-0.0156085725323851
"rs11719939","SNP",0.101010101010101,-0.0213670094543681,-0.00893437380180952,-0.019907450085224,-0.00827444839873238
"rs11719939","SNP",0.111111111111111,-0.0174976837847682,-0.00411753522038003,-0.0182052670273601,-0.00446697657907111
"rs11719939","SNP",0.121212121212121,-0.0127428681232812,-0.00340029838716402,-0.0130561818272546,-0.00319351688612857
"rs11719939","SNP",0.131313131313131,-0.0067460826876564,-0.00662095636734568,-0.00633497399838421,-0.00651816811741395
"rs11719939","SNP",0.141414141414141,-0.00140761290028292,-0.00927089337251469,-0.00103765419473958,-0.00959306495596142
"rs11719939","SNP",0.151515151515152,0.00156857594863309,-0.00774237718840797,0.00117120296911912,-0.00772900593614142
"rs11719939","SNP",0.161616161616162,0.00422368933338496,-0.0058935812585024,0.00404776610243169,-0.00580573780326464
"rs11719939","SNP",0.171717171717172,0.00806418774965709,-0.00652182577252772,0.00809589808720574,-0.0059242142424552
"rs11719939","SNP",0.181818181818182,0.00984073972006248,-0.00354030011818937,0.0102889559375052,-0.00473350030732421
"rs11719939","SNP",0.191919191919192,0.00934641092093572,0.000764384502171257,0.0091129020706409,0.00125415099374757
"rs11719939","SNP",0.202020202020202,0.00743546764140757,0.00246361261467999,0.00737092104630327,0.00310148068017691
"rs11719939","SNP",0.212121212121212,0.00469354379833852,0.00236150314214985,0.00487592632753436,0.00173201003875382
"rs11719939","SNP",0.222222222222222,0.00178745412920853,0.00250429279669113,0.001646774116802,0.00252319890279825
"rs11719939","SNP",0.232323232323232,-0.00025360308890076,0.00448565816283212,-0.000292670087711921,0.0046158998777185
"rs11719939","SNP",0.242424242424242,-0.00117597912580772,0.00720502246289033,-0.00126521632715037,0.00720256575964456
"rs11719939","SNP",0.252525252525253,-0.00142800433130814,0.00817249237844562,-0.00142936589926528,0.00785601084231516
"rs11719939","SNP",0.262626262626263,-0.0027451018524606,0.00406104586172358,-0.00244221641767847,0.0048235788790162
"rs11719939","SNP",0.272727272727273,-0.00494596155291512,-0.00128955926266317,-0.00499691881206256,-0.00166234252600945
"rs11719939","SNP",0.282828282828283,-0.00725853960593501,-0.00328602323695673,-0.00747026927942557,-0.00374181579016997
"rs11719939","SNP",0.292929292929293,-0.00893559767147595,-0.00218867809585866,-0.00887179835554505,-0.00167794829415712
"rs11719939","SNP",0.303030303030303,-0.00950646254373733,0.000179362377019103,-0.00939369695647435,-0.000158163443183042
"rs11719939","SNP",0.313131313131313,-0.0093030099345728,0.00115087477366099,-0.00936680007411638,0.0014516187834149
"rs11719939","SNP",0.323232323232323,-0.00781185478789422,-7.71957996304566e-05,-0.00791458896581188,-0.000104196348977928
"rs11719939","SNP",0.333333333333333,-0.00449326311964721,-0.0032639569650685,-0.00446508660274343,-0.00335131014981063
"rs11719939","SNP",0.343434343434343,0.000182270235575265,-0.00620626957404331,0.000216908791234949,-0.00611514094424261
"rs11719939","SNP",0.353535353535354,0.00539730925966513,-0.00627252311846643,0.00513826968341873,-0.00651775821178868
"rs11719939","SNP",0.363636363636364,0.0100832717483046,-0.00261568072791049,0.0105251151822676,-0.00267149482607519
"rs11719939","SNP",0.373737373737374,0.0135827504351362,-0.000595645084185244,0.0135045046747401,-0.000161016978873286
"rs11719939","SNP",0.383838383838384,0.0157347050663374,-0.00514210232295041,0.0154562175418225,-0.00542301025515105
"rs11719939","SNP",0.393939393939394,0.0174532285691625,-0.0134288717559772,0.017687183183667,-0.0132089874388678
"rs11719939","SNP",0.404040404040404,0.0184032873451949,-0.021102738163022,0.0184447480514278,-0.0211044073796206
"rs11719939","SNP",0.414141414141414,0.018070166587262,-0.0248084817649206,0.0178139576209942,-0.025130223412756
"rs11719939","SNP",0.424242424242424,0.0168395304621693,-0.0247434702279389,0.0169448436377278,-0.0249239992712534
"rs11719939","SNP",0.434343434343434,0.0138616337654506,-0.0209617393085267,0.0132697693585218,-0.0196125575008175
"rs11719939","SNP",0.444444444444444,0.00466026195789307,-0.0115508514716816,0.00639648793087693,-0.0138039799682543
