"grid","alpha_coordinate_1","alpha_coordinate_2","beta_coordinate_1","beta_coordinate_2","indirect_integrand_coordinate_1","indirect_integrand_coordinate_2","indirect_integrand_total"
0,-0.00681354840266564,0.0158023979279508,-37.361653392636,1.11145300125643,0.254565433794342,0.0175636226040694,0.272129056398412
0.0101010101010101,-0.00422786728159908,0.015519125854214,-42.4828851292116,5.09669621326644,0.179612000065726,0.0790962699743781,0.258708270040104
0.0202020202020202,0.00184252932593351,0.015218371636394,-49.7143836445222,7.15233463406808,-0.0916002097857414,0.1088468865291,0.0172466767433588
0.0303030303030303,0.0062454093927102,0.0160949520896942,-50.4752436068228,1.2743176930977,-0.315238560521386,0.0205100822174571,-0.294728478303929
0.0404040404040404,0.00483913990954233,0.0171254315968287,-47.7628142416615,-11.1209612639035,-0.231130940588881,-0.19045126141596,-0.421582202004841
0.0505050505050505,0.00408862124079365,0.0125824317011304,-43.0500468663208,-26.3433405283632,-0.176015336034801,-0.331463282977752,-0.507478619012553
0.0606060606060606,0.00698967089830717,0.00836998213476345,-25.4975254253758,-33.446973949527,-0.178219311444596,-0.27995057441944,-0.458169885864036
0.0707070707070707,0.0138324887317839,0.0110208764218694,-1.96573979047711,-23.38198211193,-0.0271910735013938,-0.257689935353941,-0.284881008855335
0.0808080808080808,0.020613567884659,0.0159217430959132,13.5558534266742,1.18002662537163,0.279434504845237,0.0187880807755044,0.298222585620742
0.0909090909090909,0.0235886483399577,0.0171544999286005,19.3029487761021,25.1914242462364,0.455330470603691,0.432146285433407,0.887476756037098
0.101010101010101,0.023837460014444,0.014909612845158,17.3105393274882,36.5041337751807,0.412639289047461,0.5442625018358,0.95690179088326
0.111111111111111,0.0217455898174953,0.0115842830962463,6.21269013665953,28.3695642505671,0.135098611374997,0.328641063595717,0.463739674970714
0.121212121212121,0.0174497621724482,0.00926162382141536,-12.2635042135585,9.34690898402658,-0.213995231927412,0.0865675549030619,-0.12742767702435
0.131313131313131,0.0122130553377267,0.00790176541223152,-29.30813217222,-7.07206587714707,-0.357941840064731,-0.0558818055410635,-0.413823645605794
0.141414141414141,0.00793633823943712,0.00640262208320111,-39.0590150136601,-14.9510416358889,-0.309985554447659,-0.0957258693448014,-0.40571142379246
0.151515151515152,0.00587452010755555,0.00414582056183101,-38.6149376073446,-18.5667806779384,-0.226844227426349,-0.0769745411016037,-0.303818768527952
0.161616161616162,0.00431872236469968,0.00301473948369843,-28.6131144560841,-19.5657476691014,-0.123572097325202,-0.0589856320261205,-0.182557729351323
0.171717171717172,0.0020313804373115,0.00378357807121215,-13.9064969699034,-13.6013245988873,-0.0282493858961933,-0.0514616734917885,-0.0797110593879819
0.181818181818182,0.00167932545346681,0.00222186373106807,2.1246919271083,-2.27516978834067,0.00356804923396841,-0.00505511723473596,-0.00148706800076754
