"Gene","direct_effect","direct_effect_hr","direct_bootstrap_se","direct_ci_low","direct_ci_high","direct_p_value","indirect_effect","indirect_effect_hr","indirect_bootstrap_se","indirect_ci_low","indirect_ci_high","indirect_p_value","total_effect","total_effect_hr","total_bootstrap_se","total_ci_low","total_ci_high","total_p_value","bootstrap_attempted","bootstrap_failed","bootstrap_valid"
"PTEN",-0.765131047235889,0.465272954244397,0.926440601373468,-2.64199196001629,1.18135254554769,0.42,-0.0700495693730887,0.932347602874308,0.459816565847087,-0.969932054964166,0.87506624520633,0.78,-0.835180616608978,0.433796123572011,0.71722534841225,-2.23689835164042,0.622975841454183,0.28,100,0,100
