"Gene","Basis","basis_index","parameter","estimate","std_error","statistic","p_value","hazard_ratio"
"PDGFRA","Basis1",1,"lambda",-0.00818338573357594,0.152100901744349,-0.0538023485707571,0.957284119537804,NA
"PDGFRA","Basis2",2,"lambda",0.0132683388732557,0.209265346034812,0.0634043769055222,0.949670282333261,NA
"PDGFRA","Basis3",3,"lambda",-0.0605906485780468,0.225736708829654,-0.268412917385846,0.789367820585014,NA
"PDGFRA","Basis4",4,"lambda",0.119068959315781,0.246225818337798,0.483576255810956,0.630572176882159,NA
"PDGFRA","Basis5",5,"lambda",-0.132194323951328,0.203149959299756,-0.650722867023911,0.517886533138082,NA
"PDGFRA","Basis6",6,"lambda",0.0359435939522648,0.138594769810714,0.259343076231194,0.796321567402324,NA
"PDGFRA","Basis7",7,"lambda",-0.0371420976875869,0.0743891825806463,-0.499294338223447,0.619528011950828,NA
"PDGFRA","Basis1",1,"beta",-2.91067986511587,1.67966882704884,-1.73288913757475,0.0831153753264088,0.0544387063077305
"PDGFRA","Basis2",2,"beta",-4.70536430423867,1.87044850598236,-2.51563423916202,0.0118818419350247,0.00904661789626207
"PDGFRA","Basis3",3,"beta",-5.30712518715721,1.71838033593351,-3.08844618166218,0.00201206133367811,0.00495615427305669
"PDGFRA","Basis4",4,"beta",-5.93445647094471,1.76605177598061,-3.36029585975731,0.000778590459029436,0.002646660900768
"PDGFRA","Basis5",5,"beta",-4.47962176961408,1.56636324808924,-2.85988692283138,0.00423792088312363,0.0113377006066698
"PDGFRA","Basis6",6,"beta",-0.771092130071044,2.2548622586708,-0.341968617863864,0.732374509354096,0.46250767384452
"PDGFRA","Basis7",7,"beta",1.68543757821905,2.81927372165593,0.597826867704455,0.549955461254753,5.39481106775904
