"SampleID","Basis1","Basis2","Basis3","Basis4","Basis5","Basis6","Basis7","Basis8","Basis9"
"TCGA-06-0168",-0.786030235848073,0.617612804114762,-0.733488994396912,0.661335670046874,-0.598668978379026,0.593062038779429,-0.587085378047877,0.605983139799359,-0.530376760765271
"TCGA-06-0171",-0.970351022482203,0.649419015827807,-0.752627514081782,0.785708021168313,-0.934544474555268,0.997973802639564,-0.87274540843076,0.765817750466581,-0.726519430775386
"TCGA-06-0173",-0.963672372072002,0.814018452092535,-0.93648565354531,0.874187021576118,-0.920084025938873,1.01496798602669,-1.03480659212282,1.03186778321634,-0.800403524039286
"TCGA-06-0174",-0.93430516082291,0.94479148429671,-0.974149350038989,0.837416685758966,-0.867770225149664,0.893362221105027,-0.830532162882055,0.756891536764387,-0.684610983910371
"TCGA-06-0175",-0.829145370718755,0.573786123254299,-0.691334111725369,0.602378612368606,-0.444454261017692,0.460814323561367,-0.527640619768838,0.612984675030402,-0.546270818974534
"TCGA-06-0176",-0.789512717823214,0.70250503993251,-0.642394286983031,0.506881252918221,-0.693995892324137,0.849715371415827,-0.796541266732934,0.752691061380283,-0.64197022653174
"TCGA-06-0177",-0.479374685808013,-0.116797987690612,0.102919391467904,-0.158795616050844,-0.201860260249767,0.746965971791992,-0.755401336617302,0.575984858101291,-0.50232221251787
"TCGA-06-0179",-1.29360469849965,1.12716187498735,-1.24138675056895,1.30534601962559,-1.64115786678047,1.92434621160492,-1.55168219793143,1.19394402370048,-0.795209848482449
"TCGA-06-0185",-1.23549399153535,1.17305853470545,-0.643968156784736,0.753408296670759,-0.812504535182773,1.11225059428315,-1.11489132451431,0.988862354144477,-0.652233609818841
"TCGA-06-0187",-0.869723096343392,0.58045069159659,-0.567339961292733,0.433150885058083,-0.51445036829214,0.625456577252131,-0.718710306668137,0.685988396896718,-0.617440075859902
"TCGA-06-0189",-1.13740369551873,0.775802454470373,-0.96670466711642,1.04447466220324,-1.14060416501887,1.14426387856839,-1.02962515837081,0.860305478620545,-0.667083834858394
"TCGA-06-0190",-0.780400398916282,0.486456080145667,-0.564804020438676,0.678782858709839,-1.04281838437349,1.12564164752702,-0.821023650355298,0.679475346984751,-0.570458882740683
"TCGA-06-0210",-0.900205410150191,0.775355161926416,-1.08626086163984,1.10224804718001,-0.909714280512732,0.876715364999306,-0.756003035972309,0.67229698225961,-0.59774715972972
"TCGA-06-0237",-1.05064004297585,0.751023631111034,-0.965146405898158,1.04787242688243,-0.84618025112771,0.636441701741898,-0.615386482750632,0.597591507437889,-0.575238325774961
"TCGA-06-0238",-1.18383831709547,1.08253870723853,-1.3561466103962,1.2994768648382,-1.40867330968558,1.48412765868091,-1.17340261187776,1.01049260297776,-0.718755510308157
"TCGA-06-0241",-1.10349573406426,0.92999120174216,-1.11640049911479,1.32768206394859,-1.4817232732491,1.52017118204324,-1.17288779760928,0.944793554265294,-0.724175721277503
"TCGA-06-0644",-1.18836010539976,1.04546342076829,-1.24156510211524,1.35908841613367,-1.42162530999756,1.28346786717532,-1.06660424208222,0.923052149673571,-0.700402818112601
"TCGA-08-0350",-0.358940598276777,-0.0441883915180357,0.0566466704352432,-0.123874060311758,-0.0354903699016366,0.330411170567605,-0.48628185208447,0.444756985070981,-0.458949729675675
"TCGA-08-0353",-0.522378294261668,0.229007877683833,-0.307747392309911,0.33849860649799,-0.398768113582104,0.465045111961379,-0.542628385208548,0.511966844091,-0.462769990125964
"TCGA-08-0357",-0.271597436304487,-0.164845938233825,0.0736272299851805,0.0867112155506942,-0.157055486396502,0.112401004139731,-0.20315494067217,0.307290515508048,-0.430573308172913
"TCGA-08-0358",-0.899754357851468,0.586279908546877,-0.701498003261094,0.732532956700342,-0.739411139522838,0.736765816311897,-0.832594646293147,0.840162710985075,-0.54212568875503
"TCGA-08-0360",-0.548403130163935,0.177908137152989,-0.174360990713108,0.131572518652438,-0.294703169595087,0.374629428447237,-0.380434941958032,0.481576996697707,-0.433650706606062
"TCGA-08-0385",-0.63394337331414,0.281033510506203,-0.282561613010832,0.327333246561255,-0.373578925663942,0.438707729741779,-0.498731729771818,0.539716479453789,-0.498188453919618
"TCGA-08-0390",-0.751803150080507,0.515638901248436,-0.368458662369702,0.247022114023471,-0.314795742407038,0.39968242150574,-0.404822853604493,0.475606361502967,-0.548142867343645
"TCGA-08-0392",-0.458168479799823,0.213561032312978,-0.297179490365936,0.112875962615826,-0.20405300145906,0.449207291704292,-0.484131958788736,0.482978945921794,-0.534370915576035
