"Gene","Basis","basis_index","parameter","estimate","std_error","statistic","p_value","hazard_ratio"
"PIK3CA","Basis1",1,"lambda",0.106663771782985,0.112181567468839,0.950813704868345,0.345784704497922,NA
"PIK3CA","Basis2",2,"lambda",-0.0578138174203764,0.158782078887267,-0.3641079511336,0.717148603175157,NA
"PIK3CA","Basis3",3,"lambda",-0.0381347764117274,0.170426504063512,-0.223760832396796,0.823757726695985,NA
"PIK3CA","Basis4",4,"lambda",0.0359003112385823,0.178873741712007,0.200701963826435,0.8416587799633,NA
"PIK3CA","Basis5",5,"lambda",0.013929602232983,0.187013129260577,0.0744846219517245,0.940890213865715,NA
"PIK3CA","Basis6",6,"lambda",-0.0659040167971843,0.195744022614352,-0.336684696252646,0.73761310223166,NA
"PIK3CA","Basis7",7,"lambda",0.0723998527721521,0.145852745933632,0.496390056345572,0.621562150590538,NA
"PIK3CA","Basis8",8,"lambda",-0.0556773495988063,0.107696318949098,-0.516984704232296,0.607202775682295,NA
"PIK3CA","Basis9",9,"lambda",0.0231216416728366,0.0534587340308023,0.432513827572387,0.667029096960733,NA
"PIK3CA","Basis1",1,"beta",-5.85049414817948,2.12536192539216,-2.75270488206378,0.00591051501180084,0.00287847641271467
"PIK3CA","Basis2",2,"beta",-7.42098732455027,2.30474663303339,-3.21987120761432,0.00128248200494585,0.000598557882785795
"PIK3CA","Basis3",3,"beta",-7.51890520725858,2.5015751526359,-3.00566832834741,0.00264997875891572,0.000542726413654406
"PIK3CA","Basis4",4,"beta",-5.45001689165597,3.164930238678,-1.72200221826452,0.0850691166579044,0.00429623211966448
"PIK3CA","Basis5",5,"beta",-1.35725654075845,3.30258284118566,-0.410968204592011,0.681095849226942,0.257365882105402
"PIK3CA","Basis6",6,"beta",-1.72353591009547,2.86076101468964,-0.602474621698678,0.54685825126107,0.178434104194735
"PIK3CA","Basis7",7,"beta",-4.11862404859976,3.78785741567568,-1.08732288379051,0.276894138716331,0.0162668814887984
"PIK3CA","Basis8",8,"beta",-2.93224219672742,3.16714315032898,-0.925831911457123,0.354533340410381,0.0532774456061178
"PIK3CA","Basis9",9,"beta",3.61302708666394,3.32000880263319,1.08825828527875,0.27648110042141,37.0781217959997
