"Gene","term","estimate","hazard_ratio","std_error","statistic","p_value"
"PIK3CA","Exposure",1.29738884981215,3.65972808088147,0.638071460149724,2.03329710046538,0.0420225159480946
"PIK3CA","Age",0.0171713145361058,1.01731958903107,0.0137639810980415,1.2475543531914,0.212194303712457
"PIK3CA","Gender",-0.0970164185841964,0.907541105470897,0.334334984382611,-0.290177286601785,0.771680611672729
"PIK3CA","Classical",1.0173781721906,2.76593344793092,0.42455659227209,2.39633111511924,0.0165601229848666
"PIK3CA","Mesenchymal",0.764881235353505,2.14873916525322,0.493262039107966,1.550659030516,0.120983417590556
"PIK3CA","Neural",1.4686894184598,4.34353884731691,0.551360861998259,2.66375348648601,0.00772741673346908
"PIK3CA","Proneural",0.837573891481992,2.3107540306892,0.624732750973093,1.3406915039709,0.18002063414077
"PIK3CA","Basis1",-5.85049414817948,0.00287847641271467,2.12536192539216,-2.75270488206378,0.00591051501180084
"PIK3CA","Basis2",-7.42098732455027,0.000598557882785795,2.30474663303339,-3.21987120761432,0.00128248200494585
"PIK3CA","Basis3",-7.51890520725858,0.000542726413654406,2.5015751526359,-3.00566832834741,0.00264997875891572
"PIK3CA","Basis4",-5.45001689165597,0.00429623211966448,3.164930238678,-1.72200221826452,0.0850691166579044
"PIK3CA","Basis5",-1.35725654075845,0.257365882105402,3.30258284118566,-0.410968204592011,0.681095849226942
"PIK3CA","Basis6",-1.72353591009547,0.178434104194735,2.86076101468964,-0.602474621698678,0.54685825126107
"PIK3CA","Basis7",-4.11862404859976,0.0162668814887984,3.78785741567568,-1.08732288379051,0.276894138716331
"PIK3CA","Basis8",-2.93224219672742,0.0532774456061178,3.16714315032898,-0.925831911457123,0.354533340410381
"PIK3CA","Basis9",3.61302708666394,37.0781217959997,3.32000880263319,1.08825828527875,0.27648110042141
