"Gene","Basis","basis_index","term","estimate","std_error","statistic","p_value"
"EGFR","Basis1",1,"(Intercept)",-0.531747032669487,0.190043097676206,-2.7980339153147,0.00703697346901302
"EGFR","Basis1",1,"Exposure",-0.124806289819458,0.0946955161500812,-1.31797465068626,0.192878218479639
"EGFR","Basis1",1,"Age",-0.00507682668103828,0.00253034732777911,-2.00637541941494,0.0496546380492677
"EGFR","Basis1",1,"Gender",0.246496070254149,0.0760205181262259,3.24249395202572,0.00199862501032274
"EGFR","Basis1",1,"Classical",-0.0303054993047693,0.0901466756474489,-0.336179887800742,0.737991663465636
"EGFR","Basis1",1,"Mesenchymal",-0.267619816325671,0.111931745584506,-2.39091970672095,0.0201923376453198
"EGFR","Basis1",1,"Neural",-0.302773955077455,0.112852653774929,-2.68291391429129,0.00957652597019191
"EGFR","Basis1",1,"Proneural",-0.218396272626881,0.139346391490105,-1.56729047872322,0.122680675137194
"EGFR","Basis2",2,"(Intercept)",-0.122195489915925,0.263469776191823,-0.463793197391106,0.644593707879862
"EGFR","Basis2",2,"Exposure",0.12202599617554,0.131282886626799,0.92948897842585,0.356625206218796
"EGFR","Basis2",2,"Age",0.00943827447497678,0.00350799398815003,2.69050474626216,0.00938614928354894
"EGFR","Basis2",2,"Gender",-0.275853448130146,0.105392456456528,-2.61739271865183,0.0113727004918058
"EGFR","Basis2",2,"Classical",0.064090544637208,0.124976517156845,0.51282069700162,0.610093799713004
"EGFR","Basis2",2,"Mesenchymal",0.413411246540885,0.155178653255567,2.66409868798146,0.0100637460154699
"EGFR","Basis2",2,"Neural",0.41330266058531,0.156455371419978,2.64166488394872,0.0106742419250632
"EGFR","Basis2",2,"Proneural",0.3688333082559,0.193185456498865,1.90921881460609,0.0613625255347023
"EGFR","Basis3",3,"(Intercept)",0.0176910369151204,0.284235408498153,0.0622407919146896,0.950592699023631
"EGFR","Basis3",3,"Exposure",-0.135985299708198,0.141630077834875,-0.960144213623477,0.341110031303389
"EGFR","Basis3",3,"Age",-0.0100558546711154,0.00378448002136283,-2.65712980762261,0.01024988471053
"EGFR","Basis3",3,"Gender",0.278913506723397,0.113699067674977,2.45308525766199,0.0173029649858132
"EGFR","Basis3",3,"Classical",-0.056879503162443,0.134826665586452,-0.421871318370412,0.674734115411461
"EGFR","Basis3",3,"Mesenchymal",-0.459704941142321,0.167409213063499,-2.74599547259058,0.00809641132768531
"EGFR","Basis3",3,"Neural",-0.473961959990959,0.168786557039129,-2.80805514553556,0.0068482450215096
"EGFR","Basis3",3,"Proneural",-0.395640551124589,0.208411560284163,-1.8983618307216,0.0628062566428142
"EGFR","Basis4",4,"(Intercept)",0.123727167480285,0.308680663702609,0.400825778965823,0.690073644158548
