"Gene","Basis","basis_index","parameter","estimate","std_error","statistic","p_value","hazard_ratio"
"EGFR","Basis1",1,"lambda",-0.106387888023289,0.0763816606589661,-1.39284596728392,0.169171606965975,NA
"EGFR","Basis2",2,"lambda",0.106723807289246,0.108284405781146,0.985587966423775,0.328574655238047,NA
"EGFR","Basis3",3,"lambda",-0.108448714328408,0.116243169702127,-0.932946981799512,0.354852527132769,NA
"EGFR","Basis4",4,"lambda",0.115375319363261,0.121967950929093,0.945947836988218,0.348239106261432,NA
"EGFR","Basis5",5,"lambda",-0.143953016241806,0.127044744578055,-1.13308910746294,0.262004783000791,NA
"EGFR","Basis6",6,"lambda",0.218190099076237,0.131425652239954,1.66017893278453,0.10246856943427,NA
"EGFR","Basis7",7,"lambda",-0.183939848809762,0.0973731848505787,-1.88901953953772,0.0640715562499711,NA
"EGFR","Basis8",8,"lambda",0.117434865190848,0.0724894144061814,1.62002778133678,0.11084467494032,NA
"EGFR","Basis9",9,"lambda",-0.0519273837787897,0.0361295325128967,-1.4372559002875,0.156209571511926,NA
"EGFR","Basis1",1,"beta",-4.46930283916923,2.047705565988,-2.18259056057839,0.0290659755481101,0.0114552992532686
"EGFR","Basis2",2,"beta",-7.39325793150265,2.47584468122814,-2.98615579061092,0.002825086794653,0.00061538779278432
"EGFR","Basis3",3,"beta",-8.32319999652535,2.75758086572381,-3.01829770433248,0.00254199052741967,0.000242817604185332
"EGFR","Basis4",4,"beta",-5.63790109866862,3.2064301793505,-1.75831088884357,0.0786946259562558,0.0035603333578073
"EGFR","Basis5",5,"beta",-1.80438966336829,3.34204587581945,-0.539905713570095,0.589262057403294,0.164574872003473
"EGFR","Basis6",6,"beta",-2.63205193705013,2.83746401435952,-0.927607160383406,0.353611382094565,0.0719307134090713
"EGFR","Basis7",7,"beta",-5.36641690377903,3.73425129665631,-1.43707974570007,0.150695335621903,0.00467083742252333
"EGFR","Basis8",8,"beta",-4.06755510803508,3.17196086500885,-1.2823471918919,0.199720880160399,0.0171191919590666
"EGFR","Basis9",9,"beta",1.92489199926761,3.29212370004117,0.58469613375814,0.558752054179428,6.85440834480097
