"Gene","Basis","basis_index","term","estimate","std_error","statistic","p_value"
"EGFR","Basis1",1,"(Intercept)",-0.549492838158271,0.153289279022217,-3.58467886119178,0.00070831962376536
"EGFR","Basis1",1,"Exposure",-0.106387888023289,0.0763816606589661,-1.39284596728392,0.169171606965975
"EGFR","Basis1",1,"Age",-0.0038029351629361,0.00204098503073189,-1.86328420134095,0.0676693522761592
"EGFR","Basis1",1,"Gender",0.207163811179477,0.0613183565041605,3.37849582066702,0.00133221388702714
"EGFR","Basis1",1,"Classical",-0.0193923405770537,0.0727125535482011,-0.266698659732786,0.790680821995946
"EGFR","Basis1",1,"Mesenchymal",-0.212389112249937,0.0902844501597249,-2.35244399089979,0.0221903954636948
"EGFR","Basis1",1,"Neural",-0.242236777926269,0.0910272572086619,-2.6611455222801,0.0101422444002991
"EGFR","Basis1",1,"Proneural",-0.166907973495923,0.112397178045685,-1.48498366594295,0.143155919309482
"EGFR","Basis2",2,"(Intercept)",-0.009886651824356,0.217314448891765,-0.0454946823590185,0.9638748615529
"EGFR","Basis2",2,"Exposure",0.106723807289246,0.108284405781146,0.985587966423775,0.328574655238047
"EGFR","Basis2",2,"Age",0.00713655668640827,0.00289345438884579,2.46644865525427,0.0167327222458064
"EGFR","Basis2",2,"Gender",-0.229326817591556,0.0869295291598251,-2.63807730017638,0.0107749502761451
"EGFR","Basis2",2,"Classical",0.0543344423813272,0.103082802676305,0.527095121306949,0.600209506812586
"EGFR","Basis2",2,"Mesenchymal",0.316184988743887,0.127994049258415,2.47031006969333,0.0165711328009689
"EGFR","Basis2",2,"Neural",0.337364147647569,0.129047108581952,2.61427126384101,0.0114654858477767
"EGFR","Basis2",2,"Proneural",0.286891917306305,0.159342720898618,1.800470807128,0.0771727194058647
"EGFR","Basis3",3,"(Intercept)",0.0413135303124629,0.233286780114078,0.177093319613998,0.860074061161212
"EGFR","Basis3",3,"Exposure",-0.108448714328408,0.116243169702127,-0.932946981799512,0.354852527132769
"EGFR","Basis3",3,"Age",-0.00868912042895519,0.00310611954807005,-2.79741983348776,0.00704869290277383
"EGFR","Basis3",3,"Gender",0.2527524469707,0.093318737239735,2.70848550298512,0.00894894790328387
"EGFR","Basis3",3,"Classical",-0.047978367575654,0.110659255489575,-0.43356850146325,0.666267472016744
"EGFR","Basis3",3,"Mesenchymal",-0.392816757445627,0.137401446510029,-2.85889826798114,0.00596067746214272
"EGFR","Basis3",3,"Neural",-0.368300094824388,0.138531904333289,-2.65859403721403,0.0102105159974616
"EGFR","Basis3",3,"Proneural",-0.332918153215355,0.171054205013164,-1.94627283900875,0.0566459004118653
"EGFR","Basis4",4,"(Intercept)",-0.0545490541817433,0.244775762931035,-0.222853167848617,0.824460653303805
"EGFR","Basis4",4,"Exposure",0.115375319363261,0.121967950929093,0.945947836988218,0.348239106261432
"EGFR","Basis4",4,"Age",0.00834927409364357,0.00325909072842473,2.56184156544766,0.0131305847422204
"EGFR","Basis4",4,"Gender",-0.224890338293912,0.0979145286005794,-2.29680254307614,0.0253922171956125
"EGFR","Basis4",4,"Classical",0.0565771379970415,0.116109038302966,0.487275916017954,0.627964881092662
