"Gene","term","estimate","hazard_ratio","std_error","statistic","p_value"
"EGFR","Exposure",0.443430612019288,1.5580431019974,0.489557083964957,0.90577917579685,0.365052745278021
"EGFR","Age",0.0316177417258721,1.03212289237237,0.0129428247023305,2.44287800020801,0.0145706619282383
"EGFR","Gender",-0.127793525308777,0.880035065355581,0.331671037272795,-0.38530203408647,0.700013654675256
"EGFR","Classical",0.357093460095922,1.42916943392471,0.409332080242994,0.872380830459072,0.383000654673278
"EGFR","Mesenchymal",1.03414872198632,2.81271081730764,0.585657461899331,1.7657910797081,0.0774309056087254
"EGFR","Neural",1.10785061466485,3.02784339313343,0.548726464528947,2.01894875913428,0.0434925455956115
"EGFR","Proneural",1.04742320567943,2.85029701796283,0.696070619780604,1.50476571760717,0.132384320536015
"EGFR","Basis1",0.52323400710226,1.68747614455101,1.11684106496424,0.468494599201556,0.639430932319048
"EGFR","Basis2",0.373444298334067,1.45272964182857,0.943716624243572,0.395716562303221,0.692314135851158
"EGFR","Basis3",0.773314281447228,2.16693620206029,1.09173339347588,0.708336198259118,0.478736503034212
"EGFR","Basis4",0.267197546998212,1.30629847618604,1.19592791084251,0.223422787089211,0.823206470987967
"EGFR","Basis5",0.494722853037361,1.64004364295075,1.59493955677064,0.31018282225005,0.756421932620943
