"Gene","term","estimate","hazard_ratio","std_error","statistic","p_value"
"KIT","Exposure",-0.179595174198053,0.835608418797368,0.629591910561335,-0.285256483104951,0.775447649794421
"KIT","Age",0.0303003587504564,1.03076408647581,0.0129318506787411,2.34307985014609,0.0191252894243164
"KIT","Gender",-0.0607672584088373,0.941042233957377,0.325627545950823,-0.186615841210235,0.851961845453771
"KIT","Classical",0.472932533846669,1.60469311685228,0.387806424244862,1.21950670303507,0.222651933299619
"KIT","Mesenchymal",0.722185060440113,2.05892717938795,0.489021338257827,1.47679662203074,0.139730162342108
"KIT","Neural",0.975844191835724,2.65340624965337,0.545364842103206,1.78934195331032,0.0735597614475146
"KIT","Proneural",0.746177040510964,2.10892226161398,0.60826924397491,1.22672163339191,0.219927233849327
"KIT","Basis1",0.381187774363699,1.46402248549186,1.10042511201844,0.346400468510312,0.729041773061697
"KIT","Basis2",0.361731852918963,1.43581388103506,0.941449501416173,0.384228630823882,0.700808999629419
"KIT","Basis3",0.702302460043513,2.01839463449199,1.09268999537965,0.642728004295034,0.520400606410942
"KIT","Basis4",0.195477167404267,1.21589103165685,1.22660512739841,0.15936438144431,0.873381799722846
"KIT","Basis5",0.530389106153494,1.69959350226312,1.5944389151598,0.332649373463351,0.7393989691412
