"Gene","term","estimate","hazard_ratio","std_error","statistic","p_value"
"PDGFRA","Exposure",0.192598107339372,1.21239544276411,0.664354561868264,0.289902588758867,0.771890761092899
"PDGFRA","Age",0.0201700521085893,1.0203748421676,0.0148239598792229,1.3606386062107,0.173627924971447
"PDGFRA","Gender",-0.00913784434428076,0.990903778876694,0.330772924450304,-0.0276257325458742,0.977960657891316
"PDGFRA","Classical",0.881829621641949,2.41531477842066,0.415381871701196,2.12293718555992,0.0337591158819075
"PDGFRA","Mesenchymal",0.690456579706782,1.99462603113827,0.496960465122939,1.38935917072594,0.164723559279111
"PDGFRA","Neural",1.32783567873384,3.7728688443167,0.577997634610392,2.29730296323598,0.0216014928805921
"PDGFRA","Proneural",0.663757242590211,1.94207549229162,0.662298299861895,1.002202848367,0.316245632404073
"PDGFRA","Basis1",-4.67909082586864,0.00928745396262324,2.00698741511447,-2.33140018249779,0.0197322679222786
"PDGFRA","Basis2",-7.37332124751054,0.000627779701071778,2.43751804095517,-3.02492991790174,0.00248690745599569
"PDGFRA","Basis3",-8.27711786988961,0.000254268981270867,2.70300132089494,-3.06219527378889,0.0021972006370525
"PDGFRA","Basis4",-5.60110870257296,0.0036937661573729,3.16343409390836,-1.77057859791,0.0766308035431362
"PDGFRA","Basis5",-1.66737583193534,0.188741706302928,3.25669725039681,-0.511983676631956,0.608662433819356
"PDGFRA","Basis6",-2.47400172699629,0.0842470498486249,2.80450832857709,-0.882151677635246,0.377694789395387
"PDGFRA","Basis7",-5.16879570258092,0.00569141885468926,3.78784828254505,-1.36457305494507,0.172387278422348
"PDGFRA","Basis8",-3.82264275188182,0.0218699276631622,3.23636258802438,-1.18115404189471,0.23754153464934
"PDGFRA","Basis9",2.3824029375542,10.8308975901363,3.48264017324252,0.684079554315844,0.4939249317274
