"Gene","direct_effect","direct_effect_hr","direct_bootstrap_se","direct_ci_low","direct_ci_high","direct_p_value","indirect_effect","indirect_effect_hr","indirect_bootstrap_se","indirect_ci_low","indirect_ci_high","indirect_p_value","total_effect","total_effect_hr","total_bootstrap_se","total_ci_low","total_ci_high","total_p_value","bootstrap_attempted","bootstrap_failed","bootstrap_valid"
"DDIT3",2.28905244863497,9.86558510221803,1.24080566707532,0.335941500110555,5.25350455990554,0.02,0.0542734944622229,1.05577331082704,1.02656357673953,-1.58278319589902,2.30092656265763,0.9,2.34332594309719,10.4158214466147,1.06448752360841,1.04640904907692,4.77822727293747,0.01,100,0,100
"EGFR",0.0114412166393471,1.011506917686,0.72745838972468,-1.56553892700677,1.30338608847634,0.82,0.165131304391899,1.17954798837496,0.456816577061239,-0.650561132427586,1.07704740863349,0.66,0.176572521031246,1.19312094998388,0.682062888603337,-1.27491004994378,1.26250288143885,0.7,100,0,100
"KIT",-0.422177133075691,0.655617897492798,2.85515679947051,-3.88845879191135,3.40657667308704,0.94,-0.140905967390002,0.868570981854171,0.983092140266655,-1.80010354986828,1.80031122057591,0.7,-0.563083100465693,0.569450680946487,2.77972181070285,-3.26727577161929,2.57062028712032,0.84,100,0,100
"MDM4",0.00769052166045063,1.00772016967632,0.969268883690539,-2.23411144587928,1.49425588340738,0.888888888888889,0.0179359507723348,1.01809776592588,0.770411784445699,-1.35259349402834,1.69786009788883,0.828282828282828,0.0256264724327854,1.02595765342592,0.658581794629154,-1.69653893790743,0.92872275721664,0.848484848484849,100,1,99
"PDGFRA",-0.00728766837907176,0.992738822285342,2.13038595296409,-2.32902799885593,4.15297593036231,0.92,0.0782035108391732,1.08134270123936,0.829614525370263,-1.5961656350626,1.81493711328581,0.9,0.0709158424601015,1.07349087971522,2.25616331303967,-2.13596686683607,4.06013509070341,0.84,100,0,100
"PIK3CA",1.25728372411539,3.51585846378112,1.18508202349202,-0.199824799105387,4.16109166270144,0.0808080808080808,-0.0925750495369207,0.911580794680682,0.464866932377255,-0.933026648464728,0.804855183440441,0.787878787878788,1.16470867457847,3.20498905239839,1.12006722557558,-0.0187227405249893,4.43890311851729,0.0606060606060606,100,1,99
"PTEN",-0.379775292329867,0.684015095382898,1.09590380955391,-2.27186216163434,2.16351693902529,0.66,-0.436524000849036,0.646278986455686,0.790565888917149,-2.60973732723314,0.851483115737178,0.38,-0.816299293178903,0.442064582564449,0.828445231983614,-2.48243932939889,0.68505905018878,0.3,100,0,100
