"Gene","Basis","basis_index","parameter","estimate","std_error","statistic","p_value","hazard_ratio"
"PIK3CA","Basis1",1,"lambda",0.113781111134581,0.198558947493168,0.573034419103658,0.568915328985193,NA
"PIK3CA","Basis2",2,"lambda",0.0568663588044367,0.267336009879313,0.212714923178918,0.832321757853359,NA
"PIK3CA","Basis3",3,"lambda",0.0557413422725066,0.229910622253587,0.24244787703208,0.809318904522864,NA
"PIK3CA","Basis4",4,"lambda",-0.0973177700962241,0.182165199290493,-0.534228109843498,0.595298311584972,NA
"PIK3CA","Basis5",5,"lambda",0.0418800764714856,0.0910557167731423,0.459939012679746,0.647340805838106,NA
"PIK3CA","Basis1",1,"beta",-0.127414711297368,1.09851008848244,-0.115988658304802,0.907661530485788,0.880368498119383
"PIK3CA","Basis2",2,"beta",-0.238686849003532,0.958994300618981,-0.248892875431556,0.803443646501211,0.787661500740115
"PIK3CA","Basis3",3,"beta",0.30060660163108,1.07100091582201,0.28067819288498,0.778957236211862,1.35067788253139
"PIK3CA","Basis4",4,"beta",-0.0201143766965499,1.16918681208051,-0.0172037321056994,0.986274084840868,0.980086567831789
"PIK3CA","Basis5",5,"beta",0.914769694373504,1.61123644124062,0.567743920730311,0.570208863761751,2.49620029672653
