"Gene","Basis","basis_index","term","estimate","std_error","statistic","p_value"
"PIK3CA","Basis1",1,"(Intercept)",-0.531135729660036,0.261942072923016,-2.02768392161321,0.0473610163770067
"PIK3CA","Basis1",1,"Exposure",0.113781111134581,0.198558947493168,0.573034419103658,0.568915328985193
"PIK3CA","Basis1",1,"Age",-0.00819535393801955,0.0036562850149685,-2.24144285920504,0.0289787820581953
"PIK3CA","Basis1",1,"Gender",0.30587834385697,0.110411865531289,2.77033942307848,0.00758375719137079
"PIK3CA","Basis1",1,"Classical",-0.0933060733977163,0.123936979540633,-0.752850954925248,0.454692783175911
"PIK3CA","Basis1",1,"Mesenchymal",-0.340027288017708,0.149729956183196,-2.27093693663867,0.0270157640285391
"PIK3CA","Basis1",1,"Neural",-0.434664047138759,0.162568945667665,-2.67372126548283,0.00981180618435536
"PIK3CA","Basis1",1,"Proneural",-0.251294390178038,0.187490781742923,-1.3403026423059,0.185559654031909
"PIK3CA","Basis2",2,"(Intercept)",-0.0951794747529973,0.352673850656692,-0.269879591514283,0.788244938082131
"PIK3CA","Basis2",2,"Exposure",0.0568663588044367,0.267336009879313,0.212714923178918,0.832321757853359
"PIK3CA","Basis2",2,"Age",0.0128306695607133,0.00492275296189731,2.60640126775082,0.0117024920914041
"PIK3CA","Basis2",2,"Gender",-0.337674934109653,0.148656446597461,-2.27151221382297,0.0269786766913495
"PIK3CA","Basis2",2,"Classical",0.128350962218579,0.166866404184717,0.76918396393619,0.445016312306619
"PIK3CA","Basis2",2,"Mesenchymal",0.502595067161115,0.201593579895448,2.49311048209856,0.0156453634423278
"PIK3CA","Basis2",2,"Neural",0.597427539437094,0.218879752404892,2.72947832256293,0.00846217915056024
"PIK3CA","Basis2",2,"Proneural",0.433436095391714,0.252434040939056,1.71702712431069,0.0915008224394547
"PIK3CA","Basis3",3,"(Intercept)",-0.486495939700097,0.303301693227385,-1.60400007834896,0.114339735531544
"PIK3CA","Basis3",3,"Exposure",0.0557413422725066,0.229910622253587,0.24244787703208,0.809318904522864
"PIK3CA","Basis3",3,"Age",-0.00752873338306701,0.00423359799969124,-1.7783297761422,0.080778502716719
"PIK3CA","Basis3",3,"Gender",0.219191407201816,0.127845463671948,1.71450281383673,0.0919664149701283
"PIK3CA","Basis3",3,"Classical",-0.0189198185215905,0.143506139844932,-0.131839784291004,0.89558356439163
"PIK3CA","Basis3",3,"Mesenchymal",-0.260364926184418,0.173371725780654,-1.50177270839321,0.138773934224458
"PIK3CA","Basis3",3,"Neural",-0.438647682566042,0.188237941072127,-2.33028304531851,0.023419727753353
"PIK3CA","Basis3",3,"Proneural",-0.240235254716798,0.217094836780448,-1.10659128646045,0.27320170427122
"PIK3CA","Basis4",4,"(Intercept)",0.700891254400911,0.240315183571508,2.9165500239495,0.00508363933297245
"PIK3CA","Basis4",4,"Exposure",-0.0973177700962241,0.182165199290493,-0.534228109843498,0.595298311584972
"PIK3CA","Basis4",4,"Age",0.00377766592852166,0.00335440883840048,1.12617933904652,0.264892712663067
"PIK3CA","Basis4",4,"Gender",-0.204426429510603,0.101295860712771,-2.01811236976665,0.0483797212222361
"PIK3CA","Basis4",4,"Classical",-0.0279541219712953,0.113704292163706,-0.245849311748481,0.806697733680118
"PIK3CA","Basis4",4,"Mesenchymal",0.106031337362866,0.1373677069315,0.771879648655265,0.44343092843391
"PIK3CA","Basis4",4,"Neural",0.222250425868422,0.149146662791484,1.4901468239966,0.141796859780017
"PIK3CA","Basis4",4,"Proneural",0.116071137236298,0.172010861522647,0.67478958136034,0.502585986440225
"PIK3CA","Basis5",5,"(Intercept)",-0.825508831404641,0.120122127479894,-6.87224617748143,5.62586717765059e-09
"PIK3CA","Basis5",5,"Exposure",0.0418800764714856,0.0910557167731423,0.459939012679746,0.647340805838106
"PIK3CA","Basis5",5,"Age",-0.000950012139280222,0.00167670939521026,-0.566593198555488,0.573254554161787
"PIK3CA","Basis5",5,"Gender",0.161329395515449,0.050632981707144,3.18625113663189,0.00235728767393361
"PIK3CA","Basis5",5,"Classical",-0.0285968124510649,0.0568353662690466,-0.503151722744139,0.616830947072079
"PIK3CA","Basis5",5,"Mesenchymal",-0.0774620548553424,0.0686635815449273,-1.1281388636079,0.264071452525228
"PIK3CA","Basis5",5,"Neural",-0.131766646770348,0.0745513212056718,-1.76746226142433,0.0825991077141127
"PIK3CA","Basis5",5,"Proneural",-0.047827014761462,0.0859800464068539,-0.556257140582905,0.58025109958492
