"SampleID","Basis1","Basis2","Basis3","Basis4","Basis5"
"TCGA-08-0358",-1.16779347816836,0.95748009467592,-1.01777611017959,0.866060308502614,-0.931373492327154
"TCGA-08-0360",-0.577000142906305,0.149872300345998,-0.483921139890483,0.455567240353948,-0.58625925449154
"TCGA-08-0385",-0.719773782254645,0.353395995746539,-0.602081323626156,0.530097451543654,-0.688908575774148
"TCGA-08-0390",-0.956627868366679,0.385662774344516,-0.451710236205277,0.502219190538106,-0.63956452033211
"TCGA-08-0392",-0.539900829800182,0.247742956086928,-0.397648338105884,0.622603816705948,-0.619302949446176
"TCGA-08-0509",-0.562190904022923,0.270031223385643,0.119452537860039,-0.0981851383792776,-0.370159786186846
"TCGA-08-0510",-0.697389752025204,0.189842413569917,-0.465406838955272,0.390065695955189,-0.718433975037148
"TCGA-08-0511",-0.796318627091881,0.663635157148056,-0.878208768500895,0.611238825218762,-0.608089244937427
"TCGA-08-0512",-1.00083022205796,1.13984892817148,-0.827673852446179,0.524168799080265,-0.816246778003896
"TCGA-08-0518",-1.4650433609076,1.41476091793014,-1.99454116542394,1.60745925219916,-0.988845710787037
"TCGA-08-0520",-0.401287792027787,0.087350225296035,-0.702388686600232,0.676282079851508,-0.732219244190153
"TCGA-08-0521",-0.587812199078524,0.353162332749729,-0.457684835147503,0.415561946296229,-0.671219028745275
"TCGA-08-0522",-0.839606055262847,0.251499363824066,-0.413552780323015,0.559294457186724,-0.79424746653687
"TCGA-08-0524",-0.649160603441166,0.0215319489576032,-0.632169200480167,0.663317942448306,-0.549327136496883
"TCGA-08-0529",-0.708764453793841,0.354381870872657,-0.363703183789224,0.466645820916224,-0.711531652914501
