"Gene","term","estimate","hazard_ratio","std_error","statistic","p_value"
"MDM4","Exposure",-0.0913056600419248,0.912738680513866,0.589533245338687,-0.154877881381345,0.876917591322139
"MDM4","Age",0.02171334115102,1.02195079124036,0.0137018892402177,1.58469688160134,0.11303522074255
"MDM4","Gender",-0.0247443149982001,0.975559316028017,0.326441262151197,-0.0758002062458003,0.939578052038332
"MDM4","Classical",0.866825157252362,2.37934480377604,0.411335094500935,2.10734549237542,0.0350876427043499
"MDM4","Mesenchymal",0.665823582568146,1.94609262947774,0.489804424541857,1.35936620660569,0.174030573998306
"MDM4","Neural",1.26929923420729,3.55835811280146,0.54931007543357,2.31071537001288,0.0208485817069922
"MDM4","Proneural",0.739951285493361,2.09583341451672,0.611595186664221,1.20987100884365,0.226328393277138
"MDM4","Basis1",-4.53124221849876,0.0107672924319206,2.04097336245818,-2.22013785277494,0.0264094113894963
"MDM4","Basis2",-7.47412175420765,0.00056758402709274,2.45776965801837,-3.04101799362021,0.00235779739906602
"MDM4","Basis3",-8.34688444549701,0.000237134173171219,2.75837516258633,-3.02601493760216,0.00247800060491776
"MDM4","Basis4",-5.50684548947179,0.00405889102402483,3.15734808670394,-1.74413632524774,0.0811353212390271
"MDM4","Basis5",-1.64569590059532,0.192878291961404,3.27055657725345,-0.503185271901746,0.614834018726304
"MDM4","Basis6",-2.53947041293553,0.0789081774773099,2.80231936448792,-0.906203070612398,0.364828378068854
"MDM4","Basis7",-5.3564582089518,0.00471758525434421,3.72177174821313,-1.43922265290006,0.150087449170794
"MDM4","Basis8",-4.04422848955184,0.0175232187883574,3.16113519129155,-1.27935954801714,0.200770471914504
"MDM4","Basis9",2.02003659315619,7.53860078981084,3.26592729481269,0.618518543374998,0.536233578165209
