"Gene","Basis","basis_index","term","estimate","std_error","statistic","p_value"
"MDM4","Basis1",1,"(Intercept)",-0.61157358153754,0.147605917397361,-4.14328634190972,0.00011679483315576
"MDM4","Basis1",1,"Exposure",0.118307240880196,0.121198798979084,0.976142023491618,0.333192140325149
"MDM4","Basis1",1,"Age",-0.00363787850525899,0.00205305358465405,-1.77193548792443,0.0818456250232472
"MDM4","Basis1",1,"Gender",0.20179234340557,0.0616025423532172,3.27571453542503,0.00181162052934838
"MDM4","Basis1",1,"Classical",-0.0635637593123632,0.070464826578522,-0.90206365925745,0.370886661992714
"MDM4","Basis1",1,"Mesenchymal",-0.170650825672038,0.0844957060703745,-2.01963902792773,0.0482159821483173
"MDM4","Basis1",1,"Neural",-0.237112607673152,0.0918731963844383,-2.58086816399603,0.0125024713472776
"MDM4","Basis1",1,"Proneural",-0.121593033408933,0.106348589166093,-1.14334411356442,0.257760014309236
"MDM4","Basis2",2,"(Intercept)",0.0532246369109888,0.209082286484119,0.254563109128002,0.799993048691563
"MDM4","Basis2",2,"Exposure",-0.05277601138981,0.171676870795486,-0.307414802851811,0.759668039946412
"MDM4","Basis2",2,"Age",0.00693749866667937,0.00290812960159523,2.38555347150755,0.0204609758568522
"MDM4","Basis2",2,"Gender",-0.220979238595964,0.087259377100526,-2.53244116493507,0.0141576468932626
"MDM4","Basis2",2,"Classical",0.092167735382274,0.0998127129150425,0.923406775454789,0.359757009020497
"MDM4","Basis2",2,"Mesenchymal",0.271035412853306,0.119687311557604,2.26452920803439,0.0274319266413292
"MDM4","Basis2",2,"Neural",0.33415062393522,0.130137451840439,2.56767455647527,0.0129350429110779
"MDM4","Basis2",2,"Proneural",0.235212811938968,0.150641699054298,1.56140572906169,0.124062097368436
"MDM4","Basis3",3,"(Intercept)",-0.024258358156641,0.224226180782988,-0.108187001499699,0.914234060503526
"MDM4","Basis3",3,"Exposure",-0.0601370296674912,0.184111479334573,-0.326633786686425,0.745162575616313
"MDM4","Basis3",3,"Age",-0.00842905104671982,0.00311876632283328,-2.7026875931706,0.00908784082737296
"MDM4","Basis3",3,"Gender",0.239161812050915,0.0935796006145151,2.55570456039987,0.0133392123490215
"MDM4","Basis3",3,"Classical",-0.0752413910946761,0.107042178401989,-0.702913489037123,0.485021653896898
"MDM4","Basis3",3,"Mesenchymal",-0.341276325056152,0.128356300335292,-2.65882020722529,0.0102044473073403
"MDM4","Basis3",3,"Neural",-0.368360754921262,0.139563347492032,-2.63938033545873,0.0107382724273859
"MDM4","Basis3",3,"Proneural",-0.269664845802467,0.161552723636256,-1.66920643448655,0.100658313536453
"MDM4","Basis4",4,"(Intercept)",0.0154215843376328,0.235177839768231,0.0655741389275064,0.94795041800643
"MDM4","Basis4",4,"Exposure",0.0806161260135362,0.193103855380493,0.41747548672547,0.677926939754465
"MDM4","Basis4",4,"Age",0.00806414179012902,0.00327109316130978,2.46527426534683,0.0167821481474134
"MDM4","Basis4",4,"Gender",-0.209684611713279,0.0981502170801157,-2.13636421753527,0.0370339999429299
"MDM4","Basis4",4,"Classical",0.0839461298025848,0.112270334323847,0.74771425869669,0.457760999827365
"MDM4","Basis4",4,"Mesenchymal",0.322961999219603,0.134625480967861,2.39896635390074,0.0197954361472326
"MDM4","Basis4",4,"Neural",0.417572749141328,0.146379902914929,2.85266447665297,0.00606346794869468
"MDM4","Basis4",4,"Proneural",0.266006946161145,0.169443284547669,1.56988780565281,0.122074900775365
"MDM4","Basis5",5,"(Intercept)",-0.153129823900025,0.246105111386201,-0.622213098450141,0.536327066053687
"MDM4","Basis5",5,"Exposure",0.0385956318015137,0.202076207028503,0.190995428749659,0.849219950420742
"MDM4","Basis5",5,"Age",-0.00756408352061444,0.00342308079541911,-2.20972976470113,0.0312291615794687
"MDM4","Basis5",5,"Gender",0.18771684324452,0.102710655608057,1.82762773865299,0.0729349538706133
"MDM4","Basis5",5,"Classical",-0.0482112714806387,0.117486848086393,-0.410354624929479,0.683111640754799
"MDM4","Basis5",5,"Mesenchymal",-0.273071239466153,0.140880701267042,-1.93831544711396,0.05763182114436
"MDM4","Basis5",5,"Neural",-0.394665373011155,0.153181279099606,-2.57645957346083,0.0126455280632513
"MDM4","Basis5",5,"Proneural",-0.251890562704661,0.177316274604547,-1.42057215710419,0.160985359893914
"MDM4","Basis6",6,"(Intercept)",0.439463731813297,0.256726084770457,1.7118000775271,0.092467081878151
"MDM4","Basis6",6,"Exposure",-0.152728704683237,0.210797058067931,-0.724529583491712,0.471757062986713
"MDM4","Basis6",6,"Age",0.00579086619178409,0.00357080812142028,1.62172426937373,0.110479856409416
"MDM4","Basis6",6,"Gender",-0.201912257302673,0.107143262201834,-1.88450727701677,0.0646903878269011
"MDM4","Basis6",6,"Classical",0.0116325328234167,0.12255713971706,0.094915178750679,0.92472101968821
"MDM4","Basis6",6,"Mesenchymal",0.190847008635585,0.146960583842761,1.29862718046752,0.199394195581082
"MDM4","Basis6",6,"Neural",0.31515544420613,0.159792008470968,1.97228539287926,0.0535229227372014
"MDM4","Basis6",6,"Proneural",0.197805665628455,0.184968579843405,1.06940143994141,0.289476780119783
"MDM4","Basis7",7,"(Intercept)",-0.626171743236595,0.190952132189096,-3.27920791487423,0.00179294487680803
"MDM4","Basis7",7,"Exposure",0.145456165347696,0.156790252666574,0.927711786121168,0.357538475376522
"MDM4","Basis7",7,"Age",-0.0031476464869267,0.00265595693181314,-1.18512708140109,0.240972196225762
"MDM4","Basis7",7,"Gender",0.191941076493867,0.0796928539046921,2.40851051367061,0.0193337482916656
"MDM4","Basis7",7,"Classical",-0.00632354167934507,0.091157652191417,-0.0693692907542925,0.944942790273754
"MDM4","Basis7",7,"Mesenchymal",-0.102964613678344,0.109308864572997,-0.941960325729885,0.350258912060451
