"replicate","direct_effect","indirect_effect","total_effect","status","message"
1,-1.40622113677204,-0.50390039315922,-1.91012152993127,"ok",NA
2,-0.751406717747998,0.921540527079497,0.170133809331498,"ok",NA
3,1.34855101841249,-0.165228456548184,1.18332256186431,"ok",NA
4,0.574065079984397,-0.471561548599846,0.102503531384551,"ok",NA
5,0.665873333196551,-0.0328079017965226,0.633065431400029,"ok",NA
6,1.19926065172319,-0.823571586926229,0.37568906479696,"ok",NA
7,0.213931762410914,-0.309605910399044,-0.0956741479881298,"ok",NA
8,1.26554117502375,-0.466068621710827,0.79947255331292,"ok",NA
9,3.47980225209952,-0.23927630845978,3.24052594363974,"ok",NA
10,3.59102120476587,-0.397167952794342,3.19385325197153,"ok",NA
11,0.430255437416007,0.451915280831947,0.882170718247954,"ok",NA
12,1.78153929719894,-0.845117128703955,0.936422168494989,"ok",NA
13,1.31540308236141,-0.390916204398978,0.924486877962432,"ok",NA
14,-0.347185559944976,-0.368584958746761,-0.715770518691737,"ok",NA
15,0.344591283796155,-0.446675941649876,-0.102084657853721,"ok",NA
16,-0.216260093427398,-0.254044662510096,-0.470304755937495,"ok",NA
17,-1.71396216229774,-0.664876727406958,-2.3788388897047,"ok",NA
18,-0.287488285321328,0.195486266811159,-0.0920020185101695,"ok",NA
19,1.67836737561739,0.23669005900145,1.91505743461884,"ok",NA
20,1.72634767700099,0.366005289742624,2.09235296674361,"ok",NA
21,0.841396949124399,-0.461980455992694,0.379416493131705,"ok",NA
22,0.410600722585339,-0.107633788145307,0.302966934440032,"ok",NA
23,0.106396835021741,-0.343868734796278,-0.237471899774536,"ok",NA
24,0.618034859018343,-0.779970964963633,-0.16193610594529,"ok",NA
25,0.342957627314889,-0.514172611333159,-0.17121498401827,"ok",NA
26,-0.741431398576692,-0.643200995113196,-1.38463239368989,"ok",NA
27,0.695141979322778,-0.299828926496778,0.395313052825999,"ok",NA
28,-16.0869627339758,-0.0354780127699806,-16.1224407467457,"ok",NA
29,0.368281363828186,-0.340281175331763,0.0280001884964232,"ok",NA
30,1.54658433934147,-0.296433947627385,1.25015039171409,"ok",NA
31,-2.52855537229639,0.408302454641718,-2.12025291765468,"ok",NA
32,1.33821437465003,-1.06276875257245,0.275445622077584,"ok",NA
33,1.81130287511709,-0.426426186059324,1.38487668905777,"ok",NA
34,1.45733949129737,-0.356134141834144,1.10120534946322,"ok",NA
35,-0.367177333902464,0.341183754214241,-0.0259935796882232,"ok",NA
36,1.77569911081381,-0.906219824712326,0.869479286101488,"ok",NA
37,1.27912222136965,0.051930126044128,1.33105234741378,"ok",NA
38,0.500718703528289,-0.688666255828045,-0.187947552299756,"ok",NA
39,-0.799728666534501,-0.0530210541973251,-0.852749720731826,"ok",NA
40,0.330271716526345,-0.443089639849788,-0.112817923323443,"ok",NA
41,-0.54173347521533,-0.645303535571692,-1.18703701078702,"ok",NA
42,0.543333195362049,-0.0603911787865659,0.482942016575483,"ok",NA
43,0.705059071766773,-0.441150736647221,0.263908335119552,"ok",NA
44,-0.0284924747371626,-0.394456256712116,-0.422948731449279,"ok",NA
45,1.19013650553521,-0.415766999038323,0.774369506496884,"ok",NA
46,-0.377892075541563,0.969779997199535,0.591887921657972,"ok",NA
47,0.0873232851515829,0.273209128597104,0.360532413748686,"ok",NA
48,-0.998090108688583,-0.198706839110219,-1.1967969477988,"ok",NA
49,-1.20417716622551,0.42131162547791,-0.7828655407476,"ok",NA
50,-0.329057591948658,-0.11699410940919,-0.446051701357848,"ok",NA
51,-1.55910969066616,0.425869784607202,-1.13323990605896,"ok",NA
52,-0.62925825990595,-0.30856215921019,-0.937820419116141,"ok",NA
53,-1.40147376373163,0.485073049403565,-0.916400714328065,"ok",NA
54,-1.60558870361939,-0.00869983231495807,-1.61428853593435,"ok",NA
55,-0.87879572560171,-0.791842143135428,-1.67063786873714,"ok",NA
56,1.61744214681507,0.0538789378200926,1.67132108463517,"ok",NA
57,1.1871777725822,-0.529286884363039,0.657890888219163,"ok",NA
58,-1.19777858652412,-0.121835335157392,-1.31961392168152,"ok",NA
59,-2.05558412529634,-0.232583279120722,-2.28816740441706,"ok",NA
60,-0.836909885092842,-0.431742241995791,-1.26865212708863,"ok",NA
61,0.748521920533516,-1.07495097098125,-0.326429050447732,"ok",NA
62,-0.727274952416658,-0.0340306785569086,-0.761305630973567,"ok",NA
63,-1.73840020548668,-0.293143816467192,-2.03154402195388,"ok",NA
64,1.2654504262183,-0.523314754811453,0.742135671406842,"ok",NA
65,1.34275682934056,-0.487393489452461,0.855363339888098,"ok",NA
66,2.90387718834252,-0.320922754953174,2.58295443338935,"ok",NA
67,1.49904248179136,0.100858662698803,1.59990114449017,"ok",NA
68,0.164917220538419,0.0470948301471158,0.212012050685535,"ok",NA
69,-1.3156005776597,0.752159524700743,-0.563441052958959,"ok",NA
70,0.16679887719938,-0.779015298355683,-0.612216421156303,"ok",NA
71,0.242854288222927,-0.135010277652648,0.107844010570279,"ok",NA
72,-0.24175394921524,0.374875575657532,0.133121626442292,"ok",NA
73,1.54016531792529,-0.0719120573155944,1.4682532606097,"ok",NA
74,0.493766642926213,-0.34175249058725,0.152014152338963,"ok",NA
75,-1.409260302245,-0.145833621193281,-1.55509392343828,"ok",NA
76,0.774279294764372,-0.282715406183554,0.491563888580818,"ok",NA
77,1.66312204309269,-0.577053000549184,1.08606904254351,"ok",NA
78,0.298975017902727,-0.0554332566971269,0.2435417612056,"ok",NA
79,0.965294745544331,-0.0525937777326819,0.912700967811649,"ok",NA
80,0.494903457718049,0.182738581197332,0.67764203891538,"ok",NA
81,-1.00591390179343,-0.313564998766703,-1.31947890056014,"ok",NA
82,-1.3443028026353,0.22353619078933,-1.12076661184597,"ok",NA
83,2.13574736640453,0.074458885370725,2.21020625177526,"ok",NA
84,-0.823088981862354,0.269294691130402,-0.553794290731952,"ok",NA
85,1.93548557859211,-1.82174891378661,0.1137366648055,"ok",NA
86,-16.8274764889222,-0.722200885849942,-17.5496773747721,"ok",NA
87,-1.75915539331659,0.260340133066905,-1.49881526024969,"ok",NA
88,1.44675210690021,1.01112541859031,2.45787752549052,"ok",NA
89,1.24548041994915,-0.908261106085026,0.33721931386412,"ok",NA
90,-2.00973947605186,0.750430193521052,-1.25930928253081,"ok",NA
91,4.21229902069039,-2.89368605237993,1.31861296831046,"ok",NA
92,1.6984384672932,-0.638427320228078,1.06001114706512,"ok",NA
93,-0.544306411833963,0.253378486062239,-0.290927925771724,"ok",NA
94,0.00839168453508234,-0.230915744279583,-0.222524059744501,"ok",NA
95,0.256669550315908,-0.96401003614906,-0.707340485833153,"ok",NA
